molecule_chembl_id,canonical_smiles,murcko_fragment,problem_type,strategy,train_test,drop_intermediate,pIC50,bioactivity_class
CHEMBL364144,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,n1ccnc(c1)CNCCNCCNC(CNCCCNCCNSc2ccccc2)CC3CCCCC3,regression,strict,train,False,6.036212172654444,active
CHEMBL366853,O=C(O)CN1C(=O)/C(=C/c2cc([N+](=O)[O-])ccc2F)SC1=S,S1C(=Cc2ccccc2)CNC1,regression,strict,test,False,4.1938200260161125,inactive
CHEMBL363259,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)NS(=O)(=O)c1cccc(-c2ccccc2)c1,n1ccnc(c1)CNCCNCCNC(CNCCCNCCNSc2cccc(c2)-c3ccccc3)CC4CCCCC4,regression,strict,test,False,6.1938200260161125,active
CHEMBL367843,O=C1C=C2C(=CCOC2OC(=O)c2cccc(Br)c2)O1,O1C2=CCOC(OCc3ccccc3)C2=CC1,regression,strict,train,False,4.899629454882437,inactive
CHEMBL366398,c1cc(CN2CCC(C3=NC4CCCCC4N3)CC2)ccc1CN1CCC(C2=NC3CCCCC3N2)CC1,N1=C(NC2CCCCC12)C3CCN(Cc4ccc(cc4)CN5CCC(C6=NC7CCCCC7N6)CC5)CC3,regression,strict,train,False,5.154901959985743,intermediate
CHEMBL366828,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2cccc(-c3cccc([N+](=O)[O-])c3)c2)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,O(c1cccc(c1)-c2ccccc2)C3CN(CCNCCC4CCCCC4)C(CNC5CC5)C3,regression,strict,train,False,5.3979400086720375,intermediate
CHEMBL367655,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2ccnc3ccccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,n1ccc(OC2CN(CCNCCC3CCCCC3)C(CNC4CC4)C2)c5ccccc15,regression,strict,test,False,4.657577319177793,inactive
CHEMBL369234,COC(=O)CN1C(=O)/C(=C/c2cc3c(cc2[N+](=O)[O-])OCO3)SC1=S,O1c2ccc(cc2OC1)C=C3SCNC3,regression,strict,test,False,4.1487416512809245,inactive
CHEMBL380997,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21,O1Cc2sc3ccccc3c2CC1,regression,strict,train,False,4.1249387366083,inactive
CHEMBL368579,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cccc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,O(c1cccc(c1)-c2ccccc2)C3CN(CCNCCC4CCCCC4)C(CNC5CC5)C3,regression,strict,train,False,6.920818753952375,active
CHEMBL369239,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N1C[C@H](Oc2ccnc3cc(C(F)(F)F)ccc23)C[C@H]1C(=O)NC1(C(=O)O)CC1)C(C)C)C1CCCCC1,n1ccc(OC2CN(CCNCCC3CCCCC3)C(CNC4CC4)C2)c5ccccc15,regression,strict,test,False,5.096910013008056,intermediate
CHEMBL369617,CCOC(=O)CN1C(=O)/C(=C(\C)c2cccc(NS(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)NCCNC(=O)OC(C)(C)C)cc4)cc3)c2)SC1=S,S(Nc1cccc(C=C2SCNC2)c1)c3ccc(cc3)-c4ccccc4,regression,strict,train,False,4.823908740944319,inactive
CHEMBL395915,O=C(O)Cc1c[nH]c2ccc(O)cc12,c1ccc2[nH]ccc2c1,regression,strict,train,False,4.159266765388193,inactive
CHEMBL398463,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1,n1cnn(c1)C2OCCC2,regression,strict,test,False,3.744727494896694,inactive
CHEMBL404816,C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(C)C)C(C)C,N1CCCC1,regression,strict,train,False,6.075720713938118,active
CHEMBL386885,CCCC[C@H](NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,c1ccc(cc1)CCNCCNCCNCC2NCc3ccccc3C2,regression,strict,train,False,6.0,intermediate
CHEMBL405678,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,O(c1ccccc1)Cc2ccccc2,regression,strict,train,False,6.958607314841775,active
CHEMBL3933212,COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4CC4)C[C@H]3C3CC3)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C3CCCCC3)C2)c2cc(Cl)ccc12,n1ccc2ccccc2c1OC3CN(CCC4CCCCC4)C(CNC5(CNSC6CC6)CC5C7CC7)C3,regression,strict,train,False,9.0,active
