molecule_chembl_id,canonical_smiles,murcko_fragment,problem_type,strategy,train_test,drop_intermediate,pIC50,bioactivity_class
CHEMBL2370189,CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)NCc1ccccc1,c1ccc(cc1)CNCCNCC2NCCC2,classification,random,train,True,4.2839966563652006,inactive
CHEMBL2370491,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CS)C(=O)O,NO_SCAFFOLD,classification,random,train,True,3.6989700043360183,inactive
CHEMBL2370196,CCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C,N1CCCC1,classification,random,test,True,5.0,inactive
CHEMBL2370195,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,N1CCCC1,classification,random,train,True,3.096910013008056,inactive
CHEMBL2403888,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,n1ccc2ccccc2c1OC3CNC(CNC4(CNSC5CC5)CC4)C3,classification,random,train,True,8.698970004336019,active
CHEMBL258734,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,O(CN1Cc2ccccc2C1)C3CN4CCCCCCCC=CC5CC5(NCC4C3)CNSC6CC6,classification,random,test,True,9.69897000433602,active
CHEMBL261963,Cc1ccccc1C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(F)(F)F)C(=O)C(=O)NCc1ccc(O)cc1)C(C)(C)C,c1ccc(cc1)CNCCCNCCNCCNCCCc2ccccc2,classification,random,train,True,8.397940008672037,active
CHEMBL262654,Cc1ccccc1C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(F)(F)F)C(=O)C(=O)NCc1ccccc1)C(C)(C)C,c1ccc(cc1)CNCCCNCCNCCNCCCc2ccccc2,classification,random,train,True,8.397940008672037,active
CHEMBL263172,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)NCCc1ccccc1Cl)C(c1ccccc1)c1ccccc1,c1ccc(cc1)CCNCCNCC(NCCNCCC(c2ccccc2)c3ccccc3)CC4CCCCC4,classification,random,train,True,8.698970004336019,active
CHEMBL263772,Cc1ccccc1C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(F)(F)F)C(=O)C(=O)N[C@@H](C)c1ccccc1)C(C)(C)C,c1ccc(cc1)CNCCCNCCNCCNCCCc2ccccc2,classification,random,train,True,8.397940008672037,active
CHEMBL263598,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,c1ccc(cc1)CNCCNCC(NCCNCCC(c2ccccc2)c3ccccc3)CC4CCCCC4,classification,random,train,True,6.6020599913279625,active
CHEMBL265015,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)NCCc1ccccc1)C(c1ccccc1)c1ccccc1,c1ccc(cc1)CCNCCNCC(NCCNCCC(c2ccccc2)c3ccccc3)CC4CCCCC4,classification,random,train,True,8.154901959985743,active
CHEMBL267752,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CS)C(=O)N(C)CCc1ccccc1)C(c1ccccc1)c1ccccc1,c1ccc(cc1)CCNCCNCC(NCCNCCC(c2ccccc2)c3ccccc3)CC4CCCCC4,classification,random,train,True,4.154901959985743,inactive
CHEMBL269187,Cc1ccccc1C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(F)(F)F)C(=O)C(=O)N[C@H](c1ccccc1)C(C)C)C(C)(C)C,c1ccc(cc1)CNCCCNCCNCCNCCCc2ccccc2,classification,random,train,True,8.154901959985743,active
CHEMBL285260,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NCC(=O)O,n1ccnc(c1)CNCCNCCN2CCC(OCN3Cc4ccccc4CC3)C2,classification,random,train,True,7.431798275933005,active
CHEMBL285069,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCNCc5ccccc5,classification,random,train,True,6.657577319177793,active
