algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_accuracy,train_f1,train_inference_time_ns,train_mcc,train_precision,train_sensitivity,train_specificity,test_accuracy,test_f1,test_inference_time_ns,test_mcc,test_precision,test_sensitivity,test_specificity,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
rf,True,931.5947265625,AtomPairs2DCount,random,hcv_ns3,0.9824561403508771,0.9838709677419355,9649342,0.9646401985111662,0.9838709677419355,0.9838709677419355,0.9807692307692307,0.9824561403508771,0.9836065573770492,8446084,0.9653494919339114,0.967741935483871,1.0,0.9629629629629629,0.9210526315789473,0.9210526315789473,0.9342105263157895,0.9078947368421053,,,,,,,,,,None,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
rf,False,6674.5908203125,AtomPairs2DCount,random,hcv_ns3,0.90633608815427,0.9064347691761628,36786621,0.8588528264812717,0.9076879120504227,0.90633608815427,,0.9560439560439561,0.9557476527204912,29173706,0.9340982891873927,0.9582354966970351,0.9560439560439561,,0.6887052341597796,0.7355371900826446,0.6694214876033058,0.6611570247933884,,,,,,,,,,10,log2,,1.0,2.0,500.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,True,2674.4404296875,AtomPairs2DCount,random,hcv_ns3,0.9868421052631579,0.9878542510121457,51093550,0.9735386776217729,0.991869918699187,0.9838709677419355,0.9903846153846154,0.9649122807017544,0.9666666666666667,15677977,0.9296296296296296,0.9666666666666667,0.9666666666666667,0.9629629629629629,0.9078947368421053,0.9342105263157895,0.9342105263157895,0.8552631578947368,,,,,True,,0.0,,0.01,None,,1000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
hgb,False,2086.1708984375,AtomPairs2DCount,random,hcv_ns3,0.8925619834710744,0.8925740906129058,22234800,0.8379342429304818,0.8932658847483259,0.8925619834710744,,0.9560439560439561,0.956200494662033,85546881,0.9333918845851874,0.9576923076923077,0.9560439560439561,,0.650137741046832,0.6776859504132231,0.6033057851239669,0.6694214876033058,,,,,True,,0.0,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,True,622.1123046875,AtomPairs2DCount,random,hcv_ns3,0.9736842105263158,0.975609756097561,7088877,0.9471900171948989,0.9836065573770492,0.967741935483871,0.9807692307692307,0.9824561403508771,0.9836065573770492,4736070,0.9653494919339114,0.967741935483871,1.0,0.9629629629629629,0.9298245614035089,0.9736842105263158,0.9342105263157895,0.881578947368421,10.0,,0.1,3.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,80,0.15999999999999998
svm,False,855.1552734375,AtomPairs2DCount,random,hcv_ns3,0.8760330578512396,0.8759199699638571,18629269,0.812927951468013,0.8760005008765339,0.8760330578512396,,0.9340659340659341,0.9336741689682867,7952267,0.8996317368979896,0.9336745875207414,0.9340659340659341,,0.6831955922865015,0.7024793388429752,0.6611570247933884,0.6859504132231405,10.0,,0.0,3.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,90,0.15999999999999998
dt,True,199.2099609375,AtomPairs2DCount,random,hcv_ns3,0.9298245614035088,0.9384615384615385,4587123,0.8621891534815506,0.8970588235294118,0.9838709677419355,0.8653846153846154,0.9649122807017544,0.967741935483871,4258277,0.9316949906249123,0.9375,1.0,0.9259259259259259,0.9166666666666666,0.9342105263157895,0.9342105263157895,0.881578947368421,,,,,,,,,,20,log2,,2.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
dt,False,203.943359375,AtomPairs2DCount,random,hcv_ns3,0.7575757575757576,0.7540215867506086,4443857,0.6380940950473821,0.7568092448674753,0.7575757575757576,,0.7802197802197802,0.7786710418375717,4174046,0.6740600894278479,0.78723983389882,0.7802197802197802,,0.6666666666666666,0.6942148760330579,0.6528925619834711,0.6528925619834711,,,,,,,,,,10,sqrt,,4.0,2.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,True,674.9921875,AtomPairs2DCount,random,hcv_ns3,0.9780701754385965,0.9795918367346939,55348713,0.9562375931931884,0.9917355371900827,0.967741935483871,0.9903846153846154,0.9824561403508771,0.9836065573770492,16027740,0.9653494919339114,0.967741935483871,1.0,0.9629629629629629,0.9298245614035089,0.9210526315789473,0.9605263157894737,0.9078947368421053,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,80,0.15999999999999998
knn,False,893.83203125,AtomPairs2DCount,random,hcv_ns3,0.9118457300275482,0.9120463834547883,33073806,0.8670580132863411,0.9124820873083889,0.9118457300275482,,0.9560439560439561,0.9559471297932836,21181966,0.9336545671556788,0.956967956967957,0.9560439560439561,,0.6639118457300276,0.6942148760330579,0.6942148760330579,0.6033057851239669,,ball_tree,,,,,,30.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,80,0.08999999999999998
rf,True,2412.1572265625,AtomPairs2DCount,stratified,hcv_ns3,0.9868421052631579,0.9874476987447699,28540981,0.973660956834017,0.9915966386554622,0.9833333333333333,0.9907407407407407,0.9649122807017544,0.9696969696969697,24214736,0.9305279968604795,1.0,0.9411764705882353,1.0,0.9166666666666666,0.8421052631578947,0.9605263157894737,0.9473684210526315,,,,,,,,,,None,log2,,1.0,2.0,500.0,,,,True,,22.0,,True,,80,0.15999999999999998
rf,False,13164.3251953125,AtomPairs2DCount,stratified,hcv_ns3,0.9228650137741047,0.9227717424998527,69426065,0.8835594299527236,0.922830403743201,0.9228650137741047,,0.8791208791208791,0.8776556776556778,51582134,0.8212989840348331,0.8812794348508634,0.8791208791208791,,0.6831955922865015,0.6776859504132231,0.71900826446281,0.6528925619834711,,,,,,,,,,30,log2,,1.0,4.0,1000.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,True,1508.80078125,AtomPairs2DCount,stratified,hcv_ns3,0.9780701754385965,0.979253112033195,15138705,0.9560351688064346,0.9752066115702479,0.9833333333333333,0.9722222222222222,0.9649122807017544,0.9696969696969697,9770933,0.9305279968604795,1.0,0.9411764705882353,1.0,0.9078947368421053,0.881578947368421,0.9473684210526315,0.8947368421052632,,,,,True,,0.0,,0.01,10,,10000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
hgb,False,1112.5185546875,AtomPairs2DCount,stratified,hcv_ns3,0.8898071625344353,0.8896557975558047,15135535,0.8336217710215129,0.8895659806622374,0.8898071625344353,,0.8351648351648352,0.8351648351648352,10126976,0.7523584905660378,0.8351648351648352,0.8351648351648352,,0.6639118457300276,0.6528925619834711,0.71900826446281,0.6198347107438017,,,,,True,,0.01,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,True,728.2333984375,AtomPairs2DCount,stratified,hcv_ns3,0.9692982456140351,0.970954356846473,10488462,0.9384337461249208,0.9669421487603306,0.975,0.9629629629629629,0.9824561403508771,0.9850746268656716,5743259,0.9644413195335055,1.0,0.9705882352941176,1.0,0.9210526315789473,0.8947368421052632,0.9210526315789473,0.9473684210526315,1.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,22.0,True,,,80,0.15999999999999998
svm,False,795.53515625,AtomPairs2DCount,stratified,hcv_ns3,0.9146005509641874,0.9145493555533727,17293585,0.8709938217456189,0.9145667977482436,0.9146005509641874,,0.9120879120879121,0.9115457047660437,7097516,0.8702830188679245,0.9153415708715248,0.9120879120879121,,0.6446280991735537,0.6033057851239669,0.71900826446281,0.6115702479338843,300.0,,0.1,4.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,80,0.15999999999999998
dt,True,199.0458984375,AtomPairs2DCount,stratified,hcv_ns3,0.9342105263157895,0.9387755102040817,4253512,0.86859382448355,0.92,0.9583333333333334,0.9074074074074074,0.9298245614035088,0.9393939393939394,4068304,0.8584626492775348,0.96875,0.9117647058823529,0.9565217391304348,0.9254385964912281,0.881578947368421,0.9342105263157895,0.9605263157894737,,,,,,,,,,20,log2,,1.0,8.0,,,,,,,22.0,,,,80,0.15999999999999998
dt,False,210.0986328125,AtomPairs2DCount,stratified,hcv_ns3,0.8457300275482094,0.8451390435532053,4288311,0.7689129682492364,0.847010135539425,0.8457300275482094,,0.8461538461538461,0.84002664002664,4031480,0.7764506749775706,0.8495682888540032,0.8461538461538461,,0.6556473829201103,0.6611570247933884,0.743801652892562,0.5619834710743802,,,,,,,,,,None,sqrt,,2.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,True,705.4375,AtomPairs2DCount,stratified,hcv_ns3,0.9780701754385965,0.979253112033195,13679800,0.9560351688064346,0.9752066115702479,0.9833333333333333,0.9722222222222222,0.9824561403508771,0.9850746268656716,7403856,0.9644413195335055,1.0,0.9705882352941176,1.0,0.9298245614035089,0.8947368421052632,0.9342105263157895,0.9605263157894737,,auto,,,,,,10.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,80,0.08999999999999998
knn,False,900.98046875,AtomPairs2DCount,stratified,hcv_ns3,0.9201101928374655,0.9199737636101273,31780431,0.8795619459939757,0.9206676296321248,0.9201101928374655,,0.9010989010989011,0.9000638150401974,20621982,0.8531279594044134,0.9019423290835972,0.9010989010989011,,0.6831955922865015,0.6859504132231405,0.7520661157024794,0.6115702479338843,,ball_tree,,,,,,20.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.08999999999999998
rf,True,1037.376953125,AtomPairs2DCount,strict,hcv_ns3,0.9921259842519685,0.9926470588235294,9451091,0.9842967493499295,0.9854014598540146,1.0,0.9831932773109243,1.0,1.0,7643776,1.0,1.0,1.0,1.0,0.927710843373494,0.9397590361445783,0.9156626506024096,0.927710843373494,,,,,,,,,,None,log2,,1.0,2.0,100.0,,,,True,,22.0,,True,,80,0.15999999999999998
rf,False,1559.6630859375,AtomPairs2DCount,strict,hcv_ns3,0.9328358208955224,0.9328078541575775,11229119,0.8989911435481123,0.932797097947374,0.9328358208955224,,0.9615384615384616,0.9614549623350891,8828664,0.9407397674729746,0.9644230769230769,0.9615384615384616,,0.6439393939393939,0.6287878787878788,0.6287878787878788,0.6742424242424242,,,,,,,,,,None,None,,1.0,4.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,True,1077.873046875,AtomPairs2DCount,strict,hcv_ns3,0.9763779527559056,0.9779411764705882,10213288,0.9526397218937874,0.9708029197080292,0.9851851851851852,0.9663865546218487,1.0,1.0,7772867,1.0,1.0,1.0,1.0,0.9196787148594378,0.963855421686747,0.891566265060241,0.9036144578313253,,,,,True,,0.0,,0.01,None,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
hgb,False,1752.19140625,AtomPairs2DCount,strict,hcv_ns3,0.8830845771144279,0.8822999702583347,115791639,0.8244974521467128,0.8823965535236765,0.8830845771144279,,0.9423076923076923,0.9432121629770005,20454432,0.9088543492167541,0.9453177257525085,0.9423076923076923,,0.6388888888888888,0.6060606060606061,0.6287878787878788,0.6818181818181818,,,,,True,,0.1,,0.01,20,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,True,630.5185546875,AtomPairs2DCount,strict,hcv_ns3,0.9921259842519685,0.9925373134328358,8600254,0.9843277566631432,1.0,0.9851851851851852,1.0,0.967741935483871,0.972972972972973,4528724,0.935143800239036,1.0,0.9473684210526315,1.0,0.9236947791164659,0.927710843373494,0.9036144578313253,0.9397590361445783,10.0,,0.0,2.0,,0.001,,,,,,,,,,,,,,,22.0,True,,,80,0.15999999999999998
svm,False,875.0810546875,AtomPairs2DCount,strict,hcv_ns3,0.9029850746268657,0.9027915651186159,21659808,0.8542988658795285,0.9028561209463677,0.9029850746268657,,0.9230769230769231,0.9232028200931638,6372560,0.8775172508483031,0.9241638795986623,0.9230769230769231,,0.6439393939393939,0.6060606060606061,0.6439393939393939,0.6818181818181818,10.0,,0.1,3.0,,0.001,,,,,,,,,,,,,,,22.0,True,,,90,0.15999999999999998
dt,True,198.8974609375,AtomPairs2DCount,strict,hcv_ns3,0.9803149606299213,0.981549815498155,4429823,0.9604834279550803,0.9779411764705882,0.9851851851851852,0.9747899159663865,0.967741935483871,0.972972972972973,4029243,0.935143800239036,1.0,0.9473684210526315,1.0,0.9196787148594378,0.963855421686747,0.8674698795180723,0.927710843373494,,,,,,,,,,10,sqrt,,1.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
dt,False,209.396484375,AtomPairs2DCount,strict,hcv_ns3,0.8582089552238806,0.8575967213127271,4621654,0.7871781333844278,0.8585631042439466,0.8582089552238806,,0.8653846153846154,0.8694618923342328,4205453,0.7887071156533253,0.8768622681666159,0.8653846153846154,,0.664141414141414,0.6439393939393939,0.6742424242424242,0.6742424242424242,,,,,,,,,,10,sqrt,,1.0,4.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,True,728.0859375,AtomPairs2DCount,strict,hcv_ns3,0.9881889763779528,0.988929889298893,15255821,0.9763025688382726,0.9852941176470589,0.9925925925925926,0.9831932773109243,1.0,1.0,6371618,1.0,1.0,1.0,1.0,0.9357429718875502,0.9397590361445783,0.9156626506024096,0.9518072289156626,,auto,,,,,,30.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,80,0.08999999999999998
knn,False,951.806640625,AtomPairs2DCount,strict,hcv_ns3,0.9303482587064676,0.9304939497861355,27405470,0.8953698875044452,0.930764595984156,0.9303482587064676,,0.9807692307692307,0.9810707209923335,9434603,0.9700328944067492,0.9826923076923078,0.9807692307692307,,0.6338383838383838,0.6287878787878788,0.6136363636363636,0.6590909090909091,,auto,,,,,,40.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,90,0.08999999999999998
rf,True,1264.6005859375,AtomPairs2D,random,hcv_ns3,0.956140350877193,0.96,9744504,0.9116061158923583,0.9523809523809523,0.967741935483871,0.9423076923076923,0.9122807017543859,0.9180327868852459,8483070,0.8242599508051089,0.9032258064516129,0.9333333333333333,0.8888888888888888,0.9078947368421053,0.9342105263157895,0.9210526315789473,0.868421052631579,,,,,,,,,,30,sqrt,,1.0,2.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
rf,False,1457.958984375,AtomPairs2D,random,hcv_ns3,0.7988980716253443,0.7971490008684071,10476179,0.6981065087055519,0.7979007552967492,0.7988980716253443,,0.8131868131868132,0.8135311981465827,8875051,0.7144778085613419,0.8150464919695688,0.8131868131868132,,0.6942148760330579,0.7024793388429752,0.6776859504132231,0.7024793388429752,,,,,,,,,,20,None,,1.0,8.0,100.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,True,896.564453125,AtomPairs2D,random,hcv_ns3,0.9298245614035088,0.9375,10108446,0.8598577804857348,0.9090909090909091,0.967741935483871,0.8846153846153846,0.9122807017543859,0.9152542372881356,8810651,0.8249081486743332,0.9310344827586207,0.9,0.9259259259259259,0.912280701754386,0.9605263157894737,0.9342105263157895,0.8421052631578947,,,,,True,,0.01,,0.01,50,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
hgb,False,3662.611328125,AtomPairs2D,random,hcv_ns3,0.8016528925619835,0.7999536654251191,45423870,0.7019382041619477,0.8009814290392804,0.8016528925619835,,0.8681318681318682,0.867497886728656,27090498,0.7997456141408493,0.8717948717948717,0.8681318681318682,,0.672176308539945,0.6859504132231405,0.6776859504132231,0.6528925619834711,,,,,True,,0.0,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,True,573.6435546875,AtomPairs2D,random,hcv_ns3,0.9122807017543859,0.9193548387096774,5689243,0.8232009925558312,0.9193548387096774,0.9193548387096774,0.9038461538461539,0.9122807017543859,0.9152542372881356,4531602,0.8249081486743332,0.9310344827586207,0.9,0.9259259259259259,0.8991228070175438,0.9473684210526315,0.8947368421052632,0.8552631578947368,200.0,,0.5,3.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,80,0.08999999999999998
svm,False,601.0029296875,AtomPairs2D,random,hcv_ns3,0.7134986225895317,0.7100748892287408,10292231,0.5692336418826396,0.7098648281803362,0.7134986225895317,,0.6483516483516484,0.6464156464156465,5459956,0.4676977183512502,0.64749500425893,0.6483516483516484,,0.6611570247933883,0.7107438016528925,0.6611570247933884,0.6115702479338843,100.0,,0.5,2.0,,0.005,,,,,,,,,,,,,,,22.0,False,,,80,0.15999999999999998
dt,True,196.0947265625,AtomPairs2D,random,hcv_ns3,0.8903508771929824,0.9011857707509882,4263564,0.7789082122895622,0.8837209302325582,0.9193548387096774,0.8557692307692307,0.8070175438596491,0.8135593220338984,4007040,0.6140571869055574,0.8275862068965517,0.8,0.8148148148148148,0.8991228070175438,0.9342105263157895,0.9078947368421053,0.8552631578947368,,,,,,,,,,None,log2,,2.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
dt,False,201.71875,AtomPairs2D,random,hcv_ns3,0.7603305785123967,0.7554608272586303,4484233,0.6436326257235109,0.7594438920993946,0.7603305785123967,,0.7802197802197802,0.7780861357216037,4522398,0.6725363622074044,0.7835954275609447,0.7802197802197802,,0.6694214876033057,0.6611570247933884,0.6363636363636364,0.7107438016528925,,,,,,,,,,None,None,,2.0,8.0,,,,,,,22.0,,,,100,0.15999999999999998
knn,True,519.85546875,AtomPairs2D,random,hcv_ns3,0.8859649122807017,0.8934426229508197,50530817,0.7713513728818081,0.9083333333333333,0.8790322580645161,0.8942307692307693,0.9122807017543859,0.9152542372881356,40710539,0.8249081486743332,0.9310344827586207,0.9,0.9259259259259259,0.9035087719298245,0.9210526315789473,0.881578947368421,0.9078947368421053,,auto,,,,,,40.0,,,,,,,,,-1.0,3.0,,2.0,,,,uniform,90,0.15999999999999998
knn,False,979.0234375,AtomPairs2D,random,hcv_ns3,0.8264462809917356,0.8255824902653671,31540689,0.738851444456026,0.8264003033182634,0.8264462809917356,,0.9010989010989011,0.9006175247104129,21233736,0.8511295542128308,0.9051040534557018,0.9010989010989011,,0.6611570247933884,0.7024793388429752,0.7024793388429752,0.5785123966942148,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
rf,True,7051.4208984375,AtomPairs2D,stratified,hcv_ns3,0.9473684210526315,0.9512195121951219,61047141,0.8954053273686237,0.9285714285714286,0.975,0.9166666666666666,0.9649122807017544,0.9696969696969697,48662660,0.9305279968604795,1.0,0.9411764705882353,1.0,0.9166666666666666,0.9078947368421053,0.9210526315789473,0.9210526315789473,,,,,,,,,,None,sqrt,,1.0,2.0,1000.0,,,,True,,22.0,,True,,80,0.15999999999999998
rf,False,1287.94140625,AtomPairs2D,stratified,hcv_ns3,0.7796143250688705,0.7784458702587652,10563331,0.667237912609694,0.7806455927253878,0.7796143250688705,,0.7362637362637363,0.7343425804964266,8658956,0.6046760070985495,0.7371533228676086,0.7362637362637363,,0.6418732782369146,0.6611570247933884,0.7024793388429752,0.5619834710743802,,,,,,,,,,None,log2,,2.0,8.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,True,2202.599609375,AtomPairs2D,stratified,hcv_ns3,0.9429824561403509,0.9473684210526315,22110472,0.8869703423307064,0.9212598425196851,0.975,0.9074074074074074,0.9298245614035088,0.9393939393939394,15375147,0.8584626492775348,0.96875,0.9117647058823529,0.9565217391304348,0.899122807017544,0.8947368421052632,0.9078947368421053,0.8947368421052632,,,,,True,,0.0,,0.01,None,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
hgb,False,1688.5166015625,AtomPairs2D,stratified,hcv_ns3,0.8099173553719008,0.808070391364753,20171985,0.7156462725122666,0.8106908061468272,0.8099173553719008,,0.8021978021978022,0.7987542821550918,10831198,0.7048678358748753,0.7989211599759267,0.8021978021978022,,0.6418732782369146,0.6446280991735537,0.6776859504132231,0.6033057851239669,,,,,True,,0.01,,0.01,10,,1000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,True,539.056640625,AtomPairs2D,stratified,hcv_ns3,0.9122807017543859,0.9173553719008265,5173936,0.8240387948322142,0.9098360655737705,0.925,0.8981481481481481,0.8421052631578947,0.8571428571428571,4284625,0.6939748635282846,0.9310344827586207,0.7941176470588235,0.9130434782608695,0.899122807017544,0.868421052631579,0.9210526315789473,0.9078947368421053,100.0,,0.1,2.0,,0.005,,,,,,,,,,,,,,,22.0,True,,,80,0.15999999999999998
svm,False,717.5302734375,AtomPairs2D,stratified,hcv_ns3,0.7052341597796143,0.70366921129969,12854141,0.5552932306940623,0.7027338429965057,0.7052341597796143,,0.6923076923076923,0.6890545812378697,6095081,0.538339395004466,0.6891618980098243,0.6923076923076923,,0.6308539944903582,0.6528925619834711,0.6694214876033058,0.5702479338842975,100.0,,0.5,3.0,,0.001,,,,,,,,,,,,,,,22.0,True,,,80,0.08999999999999998
dt,True,199.1591796875,AtomPairs2D,stratified,hcv_ns3,0.9473684210526315,0.9508196721311475,4325407,0.8948047213695102,0.9354838709677419,0.9666666666666667,0.9259259259259259,0.9473684210526315,0.9552238805970149,4092490,0.892012920042847,0.9696969696969697,0.9411764705882353,0.9565217391304348,0.912280701754386,0.881578947368421,0.9210526315789473,0.9342105263157895,,,,,,,,,,20,sqrt,,1.0,2.0,,,,,,,22.0,,,,90,0.15999999999999998
dt,False,208.578125,AtomPairs2D,stratified,hcv_ns3,0.8181818181818182,0.8158365263063301,4377154,0.7296603278248256,0.820493556030746,0.8181818181818182,,0.8131868131868132,0.8069285640135843,4063689,0.7251586062251403,0.8118616677440207,0.8131868131868132,,0.6336088154269973,0.6694214876033058,0.6363636363636364,0.5950413223140496,,,,,,,,,,None,None,,1.0,4.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,True,602.29296875,AtomPairs2D,stratified,hcv_ns3,0.956140350877193,0.959349593495935,36426413,0.9130716837756889,0.9365079365079365,0.9833333333333333,0.9259259259259259,0.9298245614035088,0.9393939393939394,21847501,0.8584626492775348,0.96875,0.9117647058823529,0.9565217391304348,0.9210526315789473,0.881578947368421,0.9210526315789473,0.9605263157894737,,auto,,,,,,10.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
knn,False,684.1767578125,AtomPairs2D,stratified,hcv_ns3,0.8347107438016529,0.832348467759025,33631170,0.7569822168979857,0.8414049738725063,0.8347107438016529,,0.8241758241758241,0.8173975278452891,22361576,0.7450856966580097,0.8303538249190423,0.8241758241758241,,0.6446280991735537,0.6446280991735537,0.6942148760330579,0.5950413223140496,,ball_tree,,,,,,30.0,,,,,,,,,-1.0,7.0,,2.0,,,,distance,90,0.15999999999999998
rf,True,1073.3583984375,AtomPairs2D,strict,hcv_ns3,0.968503937007874,0.9710144927536232,10109394,0.9376290795224185,0.950354609929078,0.9925925925925926,0.9411764705882353,0.9032258064516129,0.918918918918919,7913234,0.8009333474269521,0.9444444444444444,0.8947368421052632,0.9166666666666666,0.8995983935742973,0.9036144578313253,0.8554216867469879,0.9397590361445783,,,,,,,,,,10,None,,1.0,4.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
rf,False,1461.4365234375,AtomPairs2D,strict,hcv_ns3,0.7810945273631841,0.7800176263646355,11162092,0.6717828320010976,0.7813474579808812,0.7810945273631841,,0.8076923076923077,0.7912087912087912,8709837,0.6912055893577288,0.7936454849498328,0.8076923076923077,,0.6136363636363636,0.5454545454545454,0.6060606060606061,0.6893939393939394,,,,,,,,,,None,log2,,2.0,3.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,True,1195.4365234375,AtomPairs2D,strict,hcv_ns3,0.9606299212598425,0.9640287769784173,13433781,0.9224914644433813,0.9370629370629371,0.9925925925925926,0.9243697478991597,0.9032258064516129,0.918918918918919,9500010,0.8009333474269521,0.9444444444444444,0.8947368421052632,0.9166666666666666,0.8835341365461847,0.927710843373494,0.8192771084337349,0.9036144578313253,,,,,True,,0.0,,0.01,10,,1000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
hgb,False,1667.814453125,AtomPairs2D,strict,hcv_ns3,0.7686567164179104,0.7655346250103164,33454924,0.6548972165726246,0.7677515732876123,0.7686567164179104,,0.75,0.7504385964912281,25221921,0.6074282570845753,0.7560439560439561,0.75,,0.6388888888888888,0.6742424242424242,0.5984848484848485,0.6439393939393939,,,,,True,,0.01,,0.01,None,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,True,588.4208984375,AtomPairs2D,strict,hcv_ns3,0.9291338582677166,0.9338235294117647,6330384,0.8576686395253611,0.927007299270073,0.9407407407407408,0.9159663865546218,0.8387096774193549,0.8648648648648649,4430053,0.6667228946148682,0.8888888888888888,0.8421052631578947,0.8333333333333334,0.8955823293172691,0.9036144578313253,0.8674698795180723,0.9156626506024096,200.0,,0.1,3.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,90,0.08999999999999998
svm,False,593.2890625,AtomPairs2D,strict,hcv_ns3,0.6666666666666666,0.6614952285898584,9919064,0.5008326578992748,0.662037351123172,0.6666666666666666,,0.6730769230769231,0.6721431868731378,4861569,0.4775161304346464,0.6719063545150502,0.6730769230769231,,0.6287878787878788,0.5984848484848485,0.6515151515151515,0.6363636363636364,300.0,,0.5,4.0,,0.001,,,,,,,,,,,,,,,22.0,False,,,80,0.15999999999999998
dt,True,196.8916015625,AtomPairs2D,strict,hcv_ns3,0.9488188976377953,0.953405017921147,4189474,0.8990663940455567,0.9236111111111112,0.9851851851851852,0.907563025210084,0.8709677419354839,0.8947368421052632,4003832,0.7280701754385965,0.8947368421052632,0.8947368421052632,0.8333333333333334,0.8955823293172691,0.8795180722891566,0.8674698795180723,0.9397590361445783,,,,,,,,,,30,None,,2.0,3.0,,,,,,,22.0,,,,90,0.08999999999999998
dt,False,200.4609375,AtomPairs2D,strict,hcv_ns3,0.7338308457711443,0.7265556117208519,4445616,0.6128634411193842,0.7458214489614633,0.7338308457711443,,0.8461538461538461,0.8513111888111887,4056829,0.7643960517497326,0.8674658674658675,0.8461538461538461,,0.6136363636363636,0.6136363636363636,0.6439393939393939,0.5833333333333334,,,,,,,,,,None,None,,4.0,2.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,True,508.23046875,AtomPairs2D,strict,hcv_ns3,0.968503937007874,0.9710144927536232,35493549,0.9376290795224185,0.950354609929078,0.9925925925925926,0.9411764705882353,0.9032258064516129,0.918918918918919,32953395,0.8009333474269521,0.9444444444444444,0.8947368421052632,0.9166666666666666,0.8835341365461847,0.8795180722891566,0.8313253012048193,0.9397590361445783,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,2.0,,,,distance,80,0.15999999999999998
knn,False,551.849609375,AtomPairs2D,strict,hcv_ns3,0.6840796019900498,0.678462196896804,51163609,0.527163416136214,0.6830279811348394,0.6840796019900498,,0.7115384615384616,0.6790970894898881,38716263,0.5353794367940554,0.6675501672240803,0.7115384615384616,,0.6287878787878788,0.5984848484848485,0.6287878787878788,0.6590909090909091,,brute,,,,,,10.0,,,,,,,,,-1.0,9.0,,2.0,,,,uniform,90,0.15999999999999998
