algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_accuracy,train_f1,train_inference_time_ns,train_mcc,train_precision,train_sensitivity,train_specificity,test_accuracy,test_f1,test_inference_time_ns,test_mcc,test_precision,test_sensitivity,test_specificity,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
knn,False,1084.05859375,KlekotaRoth,random,hcv_ns5b,0.8473053892215568,0.8427409434207652,73957949,0.752981477929959,0.8436548996681257,0.8473053892215568,,0.835820895522388,0.8302862752654161,56046700,0.7413268957233698,0.8358332690504399,0.835820895522388,,0.7050956483767488,0.6973094170403588,0.6921348314606741,0.7258426966292135,,auto,,,,,,40.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,80,0.15999999999999998
rf,True,16430.806640625,KlekotaRoth,stratified,hcv_ns5b,0.9373795761078998,0.9505703422053232,132634636,0.8657335767292537,0.9384384384384384,0.963020030816641,0.8946015424164524,0.9384615384615385,0.953757225433526,77372219,0.8619409829197264,0.9482758620689655,0.9593023255813954,0.8977272727272727,0.8535645472061657,0.861271676300578,0.869942196531792,0.8294797687861272,,,,,,,,,,30,None,,2.0,2.0,1000.0,,,,True,,22.0,,True,,80,0.08999999999999998
rf,False,3787.4765625,KlekotaRoth,stratified,hcv_ns5b,0.8270958083832335,0.821043910678623,35108872,0.7241585462249994,0.8250097553868878,0.8270958083832335,,0.8328358208955224,0.8272720131055573,25051275,0.7233006769352978,0.8281435590351018,0.8328358208955224,,0.7088241715792479,0.7197309417040358,0.701123595505618,0.7056179775280899,,,,,,,,,,10,log2,,1.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,True,2390.478515625,KlekotaRoth,stratified,hcv_ns5b,0.9238921001926782,0.9400151860288535,39213748,0.8366412312889197,0.9266467065868264,0.9537750385208013,0.8740359897172236,0.9384615384615385,0.9540229885057471,28712514,0.8615569515848907,0.9431818181818182,0.9651162790697675,0.8863636363636364,0.8535645472061657,0.861271676300578,0.8815028901734104,0.8179190751445087,,,,,True,,0.1,,0.01,20,,99999999.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
hgb,False,3445.1318359375,KlekotaRoth,stratified,hcv_ns5b,0.8345808383233533,0.832215132314621,112598100,0.7366306806973484,0.8327970247425307,0.8345808383233533,,0.8507462686567164,0.8495148858042767,36347751,0.7552530320598458,0.8488778184914583,0.8507462686567164,,0.7013452914798206,0.7040358744394619,0.6943820224719102,0.7056179775280899,,,,,True,,0.0,,0.01,20,,1000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,True,983.892578125,KlekotaRoth,stratified,hcv_ns5b,0.9344894026974951,0.9482496194824962,61003845,0.8595196559507844,0.9368421052631579,0.9599383667180277,0.8920308483290489,0.926923076923077,0.9446064139941691,29265251,0.8372951741498923,0.9473684210526315,0.9418604651162791,0.8977272727272727,0.8497109826589595,0.8497109826589595,0.8757225433526011,0.8236994219653179,100.0,,0.1,3.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,80,0.08999999999999998
svm,False,1574.1376953125,KlekotaRoth,stratified,hcv_ns5b,0.7791916167664671,0.7715666822389133,208410761,0.6461424898036516,0.7734918095464901,0.7791916167664671,,0.7820895522388059,0.7759027478233661,67217794,0.6365931332261056,0.7733402760913829,0.7820895522388059,,0.6968710636368217,0.6771300448430493,0.7078651685393258,0.7056179775280899,10.0,,0.5,3.0,,0.01,,,,,,,,,,,,,,,22.0,False,,,90,0.08999999999999998
dt,True,282.7021484375,KlekotaRoth,stratified,hcv_ns5b,0.8978805394990366,0.9211309523809523,19182977,0.7804719895233987,0.8906474820143885,0.9537750385208013,0.8046272493573264,0.9115384615384615,0.9348441926345609,18770971,0.7999157852994673,0.9116022099447514,0.9593023255813954,0.8181818181818182,0.8420038535645472,0.8526011560693642,0.8410404624277457,0.8323699421965318,,,,,,,,,,10,None,,1.0,3.0,,,,,,,22.0,,,,90,0.08999999999999998
dt,False,308.2998046875,KlekotaRoth,stratified,hcv_ns5b,0.7477544910179641,0.7380547992024549,19534706,0.5969967301091077,0.7447034506839393,0.7477544910179641,,0.7671641791044777,0.7608324899764515,18544204,0.6119101611151203,0.7602707694466293,0.7671641791044777,,0.6714129759325508,0.6636771300448431,0.6539325842696629,0.6966292134831461,,,,,,,,,,20,sqrt,,2.0,3.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,True,2553.10546875,KlekotaRoth,stratified,hcv_ns5b,0.9421965317919075,0.9547511312217195,88142699,0.8763456585947481,0.9350073855243722,0.975346687211094,0.8868894601542416,0.9423076923076923,0.9572649572649573,58025045,0.8702533672852822,0.9385474860335196,0.9767441860465116,0.875,0.8526011560693642,0.8526011560693642,0.8670520231213873,0.838150289017341,,ball_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
knn,False,3130.4951171875,KlekotaRoth,stratified,hcv_ns5b,0.8907185628742516,0.8883563602797363,131515541,0.8263041744099858,0.8905343589576062,0.8907185628742516,,0.9014925373134328,0.9012675400989314,60497568,0.8381046606828769,0.9011075881680236,0.9014925373134328,,0.6938630523504812,0.6928251121076233,0.6831460674157304,0.7056179775280899,,ball_tree,,,,,,50.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
rf,True,3468.10546875,KlekotaRoth,strict,hcv_ns5b,0.9530956848030019,0.9645892351274787,32360863,0.8952193680048641,0.9605077574047954,0.968705547652916,0.9228650137741047,0.875,0.8699551569506726,24458918,0.7551496230832657,0.9238095238095239,0.8220338983050848,0.9298245614035088,0.873695170952276,0.8935574229691877,0.8792134831460674,0.848314606741573,,,,,,,,,,30,sqrt,,1.0,4.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
rf,False,17927.4072265625,KlekotaRoth,strict,hcv_ns5b,0.8286537077033838,0.8217435332939003,97611709,0.7248631928356649,0.8277078494545272,0.8286537077033838,,0.8191489361702128,0.8117101944962061,51225415,0.7087401271807325,0.8124598139678566,0.8191489361702128,,0.7145849332188945,0.7091295116772823,0.7261146496815286,0.7085106382978723,,,,,,,,,,10,sqrt,,1.0,4.0,500.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,True,3554.4130859375,KlekotaRoth,strict,hcv_ns5b,0.9390243902439024,0.9542575650950035,45083507,0.8632999609341533,0.9442896935933147,0.9644381223328592,0.8898071625344353,0.8836206896551724,0.8820960698689956,33336998,0.76881323907184,0.9099099099099099,0.8559322033898306,0.9122807017543859,0.8680955528278727,0.8739495798319328,0.8792134831460674,0.851123595505618,,,,,True,,0.1,,0.01,20,,1000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
hgb,False,5442.439453125,KlekotaRoth,strict,hcv_ns5b,0.8092152627789777,0.8033305540498408,348053800,0.6926029823773064,0.8059753031596529,0.8092152627789777,,0.8156028368794326,0.8106604291967993,43845091,0.7030091427832998,0.8110117081970224,0.8156028368794326,,0.7067940552016984,0.6900212314225053,0.7303609341825902,0.7,,,,,True,,0.01,,0.01,50,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,True,1088.919921875,KlekotaRoth,strict,hcv_ns5b,0.9418386491557224,0.9557142857142857,95216710,0.8710872235458788,0.9598278335724534,0.9516358463726885,0.9228650137741047,0.8706896551724138,0.8695652173913043,35614113,0.7425257321144133,0.8928571428571429,0.847457627118644,0.8947368421052632,0.8540637228674242,0.8599439775910365,0.8623595505617978,0.8398876404494382,100.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,100,0.08999999999999998
svm,False,1038.8330078125,KlekotaRoth,strict,hcv_ns5b,0.7847372210223182,0.779349304655057,109897101,0.6519213781874781,0.7801599615020041,0.7847372210223182,,0.7801418439716312,0.7752322292101469,37261768,0.6461921890087055,0.7738519425726611,0.7801418439716312,,0.7018490912650012,0.6836518046709129,0.7091295116772823,0.7127659574468085,100.0,,0.0,4.0,,0.01,,,,,,,,,,,,,,,22.0,False,,,90,0.15999999999999998
dt,True,314.42578125,KlekotaRoth,strict,hcv_ns5b,0.9559099437148217,0.967109867039888,19535293,0.9013793660504057,0.9517906336088154,0.9829302987197724,0.9035812672176309,0.875,0.8776371308016878,18919896,0.7499163667231906,0.8739495798319328,0.8813559322033898,0.868421052631579,0.8512678479631552,0.84593837535014,0.8539325842696629,0.8539325842696629,,,,,,,,,,30,log2,,1.0,2.0,,,,,,,22.0,,,,90,0.15999999999999998
dt,False,315.7197265625,KlekotaRoth,strict,hcv_ns5b,0.7732181425485961,0.7629775014233979,20901318,0.6328985383165016,0.7681838884258628,0.7732181425485961,,0.7836879432624113,0.7776877761413843,18863771,0.6516322889672058,0.7803293780687398,0.7836879432624113,,0.6834274442486937,0.6687898089171974,0.6985138004246284,0.6829787234042554,,,,,,,,,,None,None,,2.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,True,1562.9736328125,KlekotaRoth,strict,hcv_ns5b,0.9559099437148217,0.9666430092264017,72163116,0.9016547341537178,0.9645892351274787,0.968705547652916,0.931129476584022,0.8577586206896551,0.8571428571428571,52832208,0.7163091688490203,0.8761061946902655,0.8389830508474576,0.8771929824561403,0.8615464912556784,0.8683473389355743,0.8707865168539326,0.8455056179775281,,auto,,,,,,50.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
knn,False,1796.232421875,KlekotaRoth,strict,hcv_ns5b,0.8596112311015118,0.854854721675444,118295288,0.7751712468742649,0.8597755994905023,0.8596112311015118,,0.851063829787234,0.8493910094472548,56766636,0.7631451527642391,0.8533876145520352,0.851063829787234,,0.6919305536733372,0.6815286624203821,0.6963906581740976,0.6978723404255319,,kd_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.15999999999999998
rf,True,15272.0478515625,MACCS,random,hcv_ns5b,0.9547206165703276,0.9641495041952708,111615679,0.9028111185036423,0.9590288315629742,0.9693251533742331,0.9300518134715026,0.9769230769230769,0.9823529411764705,59148970,0.9491599798322069,0.9766081871345029,0.9881656804733728,0.9560439560439561,0.9075144508670521,0.9190751445086706,0.8959537572254336,0.9075144508670521,,,,,,,,,,None,None,,1.0,4.0,1000.0,,,,True,,22.0,,True,,90,0.15999999999999998
rf,False,3940.623046875,MACCS,random,hcv_ns5b,0.8248502994011976,0.8134771718713918,18458333,0.7173270555731753,0.820361042661586,0.8248502994011976,,0.808955223880597,0.7973093648788451,9041184,0.7027478056672344,0.8191789294126074,0.808955223880597,,0.7320501839068877,0.7130044843049327,0.7573033707865169,0.7258426966292135,,,,,,,,,,20,sqrt,,2.0,4.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,True,4383.1552734375,MACCS,random,hcv_ns5b,0.9508670520231214,0.9612756264236902,40806167,0.8944257912082404,0.9518796992481203,0.9708588957055214,0.917098445595855,0.9576923076923077,0.967551622418879,20059928,0.9068122245226432,0.9647058823529412,0.9704142011834319,0.9340659340659341,0.8978805394990367,0.8815028901734104,0.8959537572254336,0.9161849710982659,,,,,True,,0.01,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
hgb,False,5714.552734375,MACCS,random,hcv_ns5b,0.8547904191616766,0.8520536755701353,45211206,0.7656133617601105,0.8513658094342661,0.8547904191616766,,0.8776119402985074,0.8745005264293475,24851336,0.8074331063371762,0.8775041668989559,0.8776119402985074,,0.7133387077811927,0.6928251121076233,0.7325842696629213,0.7146067415730337,,,,,True,,0.01,,0.01,10,,10000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,True,725.1201171875,MACCS,random,hcv_ns5b,0.9296724470134875,0.9451540195341849,30065576,0.8486346365438628,0.9263622974963182,0.9647239263803681,0.8704663212435233,0.926923076923077,0.9446064139941691,8884730,0.8380970439591722,0.9310344827586207,0.9585798816568047,0.8681318681318682,0.8921001926782274,0.8872832369942196,0.884393063583815,0.9046242774566474,200.0,,0.1,4.0,,0.005,,,,,,,,,,,,,,,22.0,True,,,80,0.15999999999999998
svm,False,999.310546875,MACCS,random,hcv_ns5b,0.8233532934131736,0.8165471612050206,87502148,0.71394830481342,0.8174544266872728,0.8233532934131736,,0.8029850746268656,0.7943741137524492,23956049,0.6894749269168378,0.8016354126801888,0.8029850746268656,,0.7178263717438403,0.7017937219730942,0.7280898876404495,0.7235955056179775,100.0,,0.0,4.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,80,0.15999999999999998
dt,True,199.80078125,MACCS,random,hcv_ns5b,0.9248554913294798,0.9418777943368107,2307280,0.8385369933015439,0.9159420289855073,0.9693251533742331,0.8497409326424871,0.9230769230769231,0.9415204678362573,1981595,0.82969000032388,0.930635838150289,0.9526627218934911,0.8681318681318682,0.8776493256262042,0.884393063583815,0.869942196531792,0.8786127167630058,,,,,,,,,,None,None,,2.0,3.0,,,,,,,22.0,,,,80,0.15999999999999998
dt,False,228.8427734375,MACCS,random,hcv_ns5b,0.7739520958083832,0.7638577303683433,2398760,0.6315161299929642,0.7641669882193471,0.7739520958083832,,0.7671641791044777,0.7552522135087276,2141042,0.6328936589368673,0.7627464773279157,0.7671641791044777,,0.688611209082817,0.7040358744394619,0.6943820224719102,0.6674157303370787,,,,,,,,,,None,sqrt,,2.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,True,1056.837890625,MACCS,random,hcv_ns5b,0.9566473988439307,0.9659348978046934,57684191,0.9069270313910208,0.953662182361734,0.9785276073619632,0.9196891191709845,0.9692307692307692,0.9764705882352941,33049046,0.93216517267317,0.9707602339181286,0.9822485207100592,0.945054945054945,0.8969171483622351,0.9017341040462428,0.8959537572254336,0.8930635838150289,,brute,,,,,,20.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,90,0.15999999999999998
knn,False,1941.9013671875,MACCS,random,hcv_ns5b,0.8817365269461078,0.8778462210841963,82663822,0.8101597281316003,0.8820263144108983,0.8817365269461078,,0.8955223880597015,0.8922602492212635,38673980,0.837120976441844,0.8991024844958566,0.8955223880597015,,0.7230748559815924,0.695067264573991,0.7280898876404495,0.7460674157303371,,kd_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,2.0,,,,distance,80,0.15999999999999998
rf,True,5823.83203125,MACCS,stratified,hcv_ns5b,0.9354527938342967,0.9496619083395943,56666471,0.8619379636994087,0.9266862170087976,0.9738058551617874,0.87146529562982,0.9230769230769231,0.9425287356321839,31231002,0.8267951875544637,0.9318181818181818,0.9534883720930233,0.8636363636363636,0.8930635838150289,0.9017341040462428,0.9190751445086706,0.8583815028901735,,,,,,,,,,10,None,,4.0,4.0,500.0,,,,True,,22.0,,True,,90,0.15999999999999998
rf,False,4768.046875,MACCS,stratified,hcv_ns5b,0.8420658682634731,0.8354053473018829,22454925,0.7487058115293741,0.8403755433997356,0.8420658682634731,,0.8776119402985074,0.8746421214192447,9500564,0.7985467609966501,0.8743649327377879,0.8776119402985074,,0.7163080902235435,0.7286995515695067,0.7033707865168539,0.7168539325842697,,,,,,,,,,10,sqrt,,1.0,2.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,True,2501.609375,MACCS,stratified,hcv_ns5b,0.9460500963391136,0.9575113808801214,29187799,0.8844428538349246,0.9431988041853513,0.9722650231124808,0.9023136246786633,0.9576923076923077,0.9681159420289855,20867245,0.9052939456518465,0.9653179190751445,0.9709302325581395,0.9318181818181818,0.884393063583815,0.8901734104046243,0.9017341040462428,0.861271676300578,,,,,True,,0.01,,0.01,None,,1000.0,32.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
hgb,False,3932.98046875,MACCS,stratified,hcv_ns5b,0.8330838323353293,0.8287162696523152,37467026,0.7334158028561195,0.8289739327732757,0.8330838323353293,,0.8477611940298507,0.8481561999098571,22481602,0.7511135935640525,0.8486113811695387,0.8477611940298507,,0.7133168740867637,0.7219730941704036,0.6831460674157304,0.7348314606741573,,,,,True,,0.1,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,True,785.6318359375,MACCS,stratified,hcv_ns5b,0.9585741811175337,0.9672006102212052,34014260,0.9113363650541898,0.9577039274924471,0.9768875192604006,0.9280205655526992,0.9653846153846154,0.9736070381231672,9287800,0.9236406250673446,0.9822485207100592,0.9651162790697675,0.9659090909090909,0.8901734104046243,0.9161849710982659,0.8901734104046243,0.8641618497109826,100.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,90,0.08999999999999998
svm,False,1051.7099609375,MACCS,stratified,hcv_ns5b,0.8338323353293413,0.8283170045260206,104245626,0.7351560538021155,0.830346344524238,0.8338323353293413,,0.8477611940298507,0.845788568276512,28541237,0.7490840849169969,0.8446310717249712,0.8477611940298507,,0.6991048185284091,0.695067264573991,0.698876404494382,0.7033707865168539,300.0,,0.1,4.0,,0.005,,,,,,,,,,,,,,,22.0,False,,,90,0.15999999999999998
dt,True,201.84375,MACCS,stratified,hcv_ns5b,0.953757225433526,0.9636363636363636,2534325,0.9011360626361719,0.9478390461997019,0.9799691833590138,0.910025706940874,0.9538461538461539,0.9651162790697675,1942948,0.8969344608879493,0.9651162790697675,0.9651162790697675,0.9318181818181818,0.8689788053949904,0.8930635838150289,0.884393063583815,0.8294797687861272,,,,,,,,,,10,None,,1.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
dt,False,218.1875,MACCS,stratified,hcv_ns5b,0.7238023952095808,0.7103629010638954,2628722,0.5566442146332773,0.7182171426166023,0.7238023952095808,,0.7761194029850746,0.7676867173188384,2305911,0.6281369081727387,0.7673137691881184,0.7761194029850746,,0.678144471876522,0.6771300448430493,0.6741573033707865,0.6831460674157304,,,,,,,,,,10,sqrt,,2.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,True,1883.1298828125,MACCS,stratified,hcv_ns5b,0.964354527938343,0.9720332577475435,50137567,0.9241982726896569,0.9540059347181009,0.9907550077041603,0.9203084832904884,0.9692307692307692,0.9770114942528736,28971199,0.9310804796457447,0.9659090909090909,0.9883720930232558,0.9318181818181818,0.884393063583815,0.9075144508670521,0.8930635838150289,0.8526011560693642,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,90,0.15999999999999998
knn,False,1165.3994140625,MACCS,stratified,hcv_ns5b,0.8877245508982036,0.8848787930745402,58591223,0.8214684108774554,0.8869469966707388,0.8877245508982036,,0.8895522388059701,0.8886559601562021,36591234,0.818080405861393,0.8883993520996201,0.8895522388059701,,0.708829210124116,0.7130044843049327,0.7146067415730337,0.698876404494382,,brute,,,,,,30.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.15999999999999998
rf,True,2462.6611328125,MACCS,strict,hcv_ns5b,0.9521575984990619,0.9643107067879636,25715619,0.8928846580194835,0.9490358126721763,0.9800853485064012,0.8980716253443526,0.9525862068965517,0.9535864978902954,7813775,0.9051637763720131,0.9495798319327731,0.9576271186440678,0.9473684210526315,0.8989498421091282,0.9215686274509803,0.9129213483146067,0.8623595505617978,,,,,,,,,,10,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
rf,False,39403.3115234375,MACCS,strict,hcv_ns5b,0.8452123830093593,0.8363786930001718,164203482,0.7526369923121736,0.8445944834534695,0.8452123830093593,,0.8085106382978723,0.7989598630511253,68656291,0.6912874753346364,0.7991631029918218,0.8085106382978723,,0.7266356477089638,0.7070063694267515,0.7367303609341825,0.7361702127659574,,,,,,,,,,10,log2,,1.0,3.0,1000.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,True,2778.6142578125,MACCS,strict,hcv_ns5b,0.948405253283302,0.961020552799433,26047967,0.8847890173057508,0.9576271186440678,0.9644381223328592,0.9173553719008265,0.9267241379310345,0.9306122448979591,12790585,0.8557964188036772,0.8976377952755905,0.9661016949152542,0.8859649122807017,0.8961460988889938,0.9159663865546218,0.8932584269662921,0.8792134831460674,,,,,True,,0.0,,0.01,50,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
hgb,False,5262.296875,MACCS,strict,hcv_ns5b,0.8344132469402448,0.8281259699879795,77414287,0.7339313622854096,0.8296811919266335,0.8344132469402448,,0.8120567375886525,0.8055457640325793,46961621,0.6985421191136212,0.8088479709295539,0.8120567375886525,,0.7181325382843203,0.7091295116772823,0.7239915074309978,0.7212765957446808,,,,,True,,0.01,,0.01,20,,10000.0,64.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,True,742.4638671875,MACCS,strict,hcv_ns5b,0.9437148217636022,0.9581589958158996,35714011,0.8738522201123536,0.9398084815321477,0.9772403982930299,0.8787878787878788,0.9224137931034483,0.9243697478991597,14044535,0.8448610092968484,0.9166666666666666,0.9322033898305084,0.9122807017543859,0.8989472193371731,0.9243697478991597,0.9073033707865169,0.8651685393258427,200.0,,0.1,4.0,,0.005,,,,,,,,,,,,,,,22.0,True,,,90,0.15999999999999998
svm,False,1117.9130859375,MACCS,strict,hcv_ns5b,0.8480921526277898,0.8422752522062711,101844712,0.7557242324987719,0.8440016889783856,0.8480921526277898,,0.7907801418439716,0.7844585241948143,21117419,0.6628106308764506,0.7822644461897282,0.7907801418439716,,0.7209558657451325,0.7091295116772823,0.7430997876857749,0.7106382978723405,300.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,22.0,True,,,100,0.15999999999999998
dt,True,206.0625,MACCS,strict,hcv_ns5b,0.9108818011257036,0.9345279117849759,2503195,0.7992068631868262,0.9064171122994652,0.9644381223328592,0.8071625344352618,0.9267241379310345,0.9276595744680851,2458672,0.853458213206031,0.9316239316239316,0.923728813559322,0.9298245614035088,0.8699550981441266,0.8879551820728291,0.8904494382022472,0.8314606741573034,,,,,,,,,,None,sqrt,,1.0,8.0,,,,,,,22.0,,,,90,0.15999999999999998
dt,False,220.7568359375,MACCS,strict,hcv_ns5b,0.8228941684665226,0.8156536961931182,2538917,0.7147629925469311,0.8170086083714195,0.8228941684665226,,0.7659574468085106,0.7502870651806822,2156544,0.6211360857047764,0.7552522414023819,0.7659574468085106,,0.6905015735345049,0.6857749469214437,0.7070063694267515,0.6787234042553192,,,,,,,,,,10,None,,1.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,True,1084.087890625,MACCS,strict,hcv_ns5b,0.9315196998123827,0.9491997216423104,82889334,0.8461648695456574,0.9291553133514986,0.9701280227596017,0.8567493112947658,0.8620689655172413,0.8608695652173913,43514687,0.7252715284034212,0.8839285714285714,0.8389830508474576,0.8859649122807017,0.8858622100525603,0.8991596638655462,0.9044943820224719,0.8539325842696629,,brute,,,,,,10.0,,,,,,,,,-1.0,3.0,,1.0,,,,uniform,90,0.15999999999999998
knn,False,1384.2119140625,MACCS,strict,hcv_ns5b,0.9078473722102232,0.9052932766219269,69941305,0.8528154866652163,0.9073105647743247,0.9078473722102232,,0.8404255319148937,0.8358624303695259,37635475,0.7443372331843835,0.8373712206047031,0.8404255319148937,,0.7124617909683636,0.692144373673036,0.7367303609341825,0.7085106382978723,,auto,,,,,,30.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,80,0.08999999999999998
rf,True,3051.2548828125,PubChem,random,hcv_ns5b,0.9566473988439307,0.9658314350797267,19964016,0.9068891735874991,0.956390977443609,0.9754601226993865,0.9248704663212435,0.9615384615384616,0.9704142011834319,11608272,0.915469146238377,0.9704142011834319,0.9704142011834319,0.945054945054945,0.8901734104046243,0.8959537572254336,0.884393063583815,0.8901734104046243,,,,,,,,,,None,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.15999999999999998
rf,False,57395.345703125,PubChem,random,hcv_ns5b,0.8735029940119761,0.8694711489887834,207060678,0.7961315037069234,0.871219374549892,0.8735029940119761,,0.8597014925373134,0.855365495805329,88766233,0.7808011007273914,0.8625446634451291,0.8597014925373134,,0.7110915167699569,0.6928251121076233,0.7393258426966293,0.701123595505618,,,,,,,,,,20,log2,,1.0,4.0,1000.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,True,3949.1806640625,PubChem,random,hcv_ns5b,0.9556840077071291,0.9653092006033183,36120560,0.9049764800171289,0.9495548961424333,0.9815950920245399,0.9119170984455959,0.9653846153846154,0.9736070381231672,19750993,0.9236406250673446,0.9651162790697675,0.9822485207100592,0.9340659340659341,0.882466281310212,0.8930635838150289,0.8786127167630058,0.8757225433526011,,,,,True,,0.0,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
hgb,False,3276.2734375,PubChem,random,hcv_ns5b,0.8510479041916168,0.8461241396380124,39660623,0.7596449285028956,0.8483019559653124,0.8510479041916168,,0.8328358208955224,0.8281945285080902,18500738,0.737181897548177,0.8357463854547119,0.8328358208955224,,0.7088560823634135,0.6771300448430493,0.7303370786516854,0.7191011235955056,,,,,True,,0.01,,0.01,20,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,True,1307.9990234375,PubChem,random,hcv_ns5b,0.9354527938342967,0.9495861550037622,89831312,0.8611583085831794,0.9320531757754801,0.9677914110429447,0.8808290155440415,0.9576923076923077,0.967741935483871,26943420,0.9065992851214526,0.9593023255813954,0.9763313609467456,0.9230769230769231,0.8901734104046243,0.9046242774566474,0.8815028901734104,0.884393063583815,10.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,90,0.08999999999999998
svm,False,2210.212890625,PubChem,random,hcv_ns5b,0.8278443113772455,0.8196945347845507,239840790,0.7213170307148626,0.8227322395665937,0.8278443113772455,,0.826865671641791,0.8211511421021348,62791987,0.7292168709016161,0.8324245557818992,0.826865671641791,,0.7088594413933257,0.672645739910314,0.7438202247191011,0.7101123595505618,10.0,,0.0,3.0,,0.01,,,,,,,,,,,,,,,22.0,True,,,90,0.08999999999999998
dt,True,215.3291015625,PubChem,random,hcv_ns5b,0.9210019267822736,0.9389880952380952,5900330,0.8302002250166671,0.911849710982659,0.9677914110429447,0.8419689119170984,0.9423076923076923,0.956268221574344,5080896,0.8723750416671138,0.9425287356321839,0.9704142011834319,0.8901098901098901,0.8651252408477843,0.8641618497109826,0.861271676300578,0.869942196531792,,,,,,,,,,10,None,,2.0,4.0,,,,,,,22.0,,,,80,0.08999999999999998
dt,False,230.1259765625,PubChem,random,hcv_ns5b,0.7754491017964071,0.7686769398605375,5774019,0.6348148249078366,0.7672443503576332,0.7754491017964071,,0.7611940298507462,0.7543801295241016,4804154,0.623939122537911,0.76155261729037,0.7611940298507462,,0.6983809475823382,0.6614349775784754,0.7056179775280899,0.7280898876404495,,,,,,,,,,20,None,,4.0,2.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,True,3800.9326171875,PubChem,random,hcv_ns5b,0.9556840077071291,0.9654654654654654,83841464,0.9052698304239529,0.9455882352941176,0.9861963190184049,0.9041450777202072,0.9692307692307692,0.9766081871345029,41927121,0.9322263546378508,0.9653179190751445,0.9881656804733728,0.9340659340659341,0.882466281310212,0.8930635838150289,0.8728323699421965,0.8815028901734104,,ball_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,100,0.15999999999999998
