algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_inference_time_ns,train_mae,train_pearson,train_r2,train_rmse,test_inference_time_ns,test_mae,test_pearson,test_r2,test_rmse,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
rf,False,1861.39453125,AtomPairs2DCount,random,hcv_ns3,13576014,0.3748812503877142,0.9085640187016025,0.811650611752565,0.5190381731839921,9363841,0.3632599679862674,0.921260702704296,0.8297305220943785,0.49800002321104475,0.5910400726146219,0.6617052151103595,0.5345575742200215,0.5768574285134845,,,,,,,,,,30,log2,,2.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1246.2919921875,AtomPairs2DCount,random,hcv_ns3,44548237,0.3783076617545685,0.8988678925489674,0.8033963798121726,0.5302894022747233,14577872,0.3669767723495819,0.9180803411263572,0.8369302438463944,0.4873575200316812,0.5581107879410879,0.6415511631926668,0.48900607691783216,0.5437751237127646,,,,,True,,0.1,,0.01,10,,1000.0,32.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,850.4765625,AtomPairs2DCount,random,hcv_ns3,12469228,0.25011746790780626,0.9364051582728041,0.876278556602581,0.4206681985487326,6164459,0.18220062688518215,0.9734978757540178,0.9462584213754034,0.27977968091058364,0.591470877550455,0.6522741034824198,0.5345407232284851,0.5875978059404602,10.0,,0.0,2.0,,0.001,,,,,,,,,,,,,,,,False,,,50,0.15999999999999998
dt,False,202.6787109375,AtomPairs2DCount,random,hcv_ns3,4496492,0.5087007000619171,0.8286094621046176,0.685708810935685,0.6704760910735652,4034535,0.4982494177257111,0.8504545429496412,0.7197428181277644,0.63890948587686,0.5008507132022412,0.5538904487514222,0.4670966565098925,0.481565034345409,,,,,,,,,,10,sqrt,,4.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,911.52734375,AtomPairs2DCount,random,hcv_ns3,33084598,0.1545694955912172,0.9497020382010013,0.9014425050779625,0.375458569211531,22413435,0.07554624472641677,0.982571089635469,0.9651561983416306,0.22528056532262306,0.541588184513175,0.6531643549695463,0.4758605882133683,0.4957396103566105,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,16141.541015625,AtomPairs2DCount,stratified,hcv_ns3,43814970,0.2542932267602947,0.9487875315447352,0.8916048705245074,0.3775033356051731,30081596,0.3217836949244708,0.94996556548174,0.8884756216030035,0.4645949805643358,0.6504711589541787,0.6479294531051344,0.7208843860469287,0.582599637710473,,,,,,,,,,20,log2,,1.0,2.0,500.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,1280.642578125,AtomPairs2DCount,stratified,hcv_ns3,22022181,0.3024406893369859,0.9306382464299753,0.8617084943236726,0.42639652996113375,10140842,0.40343194724140663,0.9150654663872784,0.8260070079240813,0.5803038956392396,0.6312731856375341,0.6173517947186695,0.7155843269348894,0.5608834352590433,,,,,True,,0.01,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.15999999999999998
svm,False,875.85546875,AtomPairs2DCount,stratified,hcv_ns3,14131943,0.3365569508804673,0.9014723933508797,0.8054079411003707,0.5057995815950427,6432994,0.5184215132323462,0.8313939721427014,0.6810891053389176,0.7856412640435343,0.6227144595782875,0.6257850537040184,0.7120763804189247,0.5302819446119194,1.0,,0.0,2.0,,0.001,,,,,,,,,,,,,,,,False,,,50,0.08999999999999998
dt,False,207.107421875,AtomPairs2DCount,stratified,hcv_ns3,4235056,0.4146016887288806,0.8576550984401318,0.7309173818641592,0.5947832525454557,3986621,0.5303407247373856,0.8324087207312444,0.6900672095282887,0.774503475574333,0.590010417697661,0.5962363189976061,0.6344087447098429,0.5393861893855341,,,,,,,,,,None,log2,,2.0,8.0,,,,,,,22.0,,,,100,0.15999999999999998
knn,False,965.6240234375,AtomPairs2DCount,stratified,hcv_ns3,28006746,0.1370481253190165,0.9525057088003365,0.9071928024913228,0.3493065572856688,11595318,0.14464928067141938,0.9565086650160508,0.9109198653977205,0.41522169795901354,0.6123683432858779,0.6075887584178876,0.7130299988652333,0.5164862725745125,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,100,0.08999999999999998
rf,False,1642.4853515625,AtomPairs2DCount,strict,hcv_ns3,11396358,0.34212162080503694,0.921261528705044,0.836560115046965,0.48631404981957127,8332983,0.3683895656606349,0.9051537647408652,0.8152329447707471,0.5035136315450126,0.6267482642615002,0.6881800200238155,0.5579959840330123,0.6340687887276725,,,,,,,,,,20,sqrt,,1.0,8.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1053.8017578125,AtomPairs2DCount,strict,hcv_ns3,17741684,0.37672408657263023,0.9058182341013761,0.8141935225527102,0.5185232300486805,11823258,0.36954320962744536,0.8916413742907948,0.7916556753601381,0.534674905520921,0.5897611015641715,0.6857381668875003,0.518205552941361,0.5653395848636533,,,,,True,,0.1,,0.01,None,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,False,862.3359375,AtomPairs2DCount,strict,hcv_ns3,13506366,0.22289972910218134,0.9421967151171708,0.8871071986772087,0.40417636864349,5087956,0.20173296949866557,0.9610220364932791,0.9178661988846545,0.3357066352413737,0.6129496028745699,0.6744493681806025,0.5251197058585022,0.6392797345846049,10.0,,0.1,2.0,,0.001,,,,,,,,,,,,,,,,False,,,50,0.15999999999999998
dt,False,202.8740234375,AtomPairs2DCount,strict,hcv_ns3,4526475,0.48130611232719994,0.8429840470331609,0.7104452740820129,0.6472962954918813,4026041,0.5549786261111217,0.7625196815595923,0.5665483539853137,0.7712040334543775,0.5211614198182412,0.5773722880185794,0.4382302448608607,0.5478817265752836,,,,,,,,,,10,log2,,4.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,896.0068359375,AtomPairs2DCount,strict,hcv_ns3,27093514,0.11402396911976682,0.9541438420404101,0.9102854437052489,0.3603041376781531,10834176,0.12539019031561058,0.9757698600322009,0.9476040510949544,0.26813148843397144,0.5873754652723434,0.6268157761854376,0.5111797881958471,0.6241308314357455,,auto,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,1519.185546875,AtomPairs2D,random,hcv_ns3,11363566,0.4300473109517843,0.8590725218394398,0.7350798732884902,0.6155660646195185,9029499,0.4391283830910407,0.8638551603812419,0.7365334880386292,0.6194748393783764,0.5176141473251956,0.6420532670329,0.40238906432632704,0.5084001106163599,,,,,,,,,,10,None,,2.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,848.43359375,AtomPairs2D,random,hcv_ns3,16379773,0.5483907741684577,0.787202457193064,0.6168971168519598,0.7402440118184092,11421435,0.5218767067041905,0.7928362665706613,0.616240004316416,0.7476370429633326,0.4482133247338358,0.5399459568360796,0.3755104122378694,0.4291836051275585,,,,,True,,0.1,,0.01,20,,1000.0,32.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,931.4921875,AtomPairs2D,random,hcv_ns3,14231408,0.44899578703050363,0.8197016856833754,0.6702007849019761,0.6868185265827016,6548097,0.46828193278497243,0.7612648830881066,0.5743416547669362,0.7873929772452107,0.47396553568956784,0.5986678011820985,0.407436670850695,0.4157921350359103,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,205.423828125,AtomPairs2D,random,hcv_ns3,4406802,0.4799713233608908,0.8209768618972507,0.6735268267341044,0.6833464505243818,4034660,0.47370745152178617,0.8253828765047238,0.6741324007587068,0.6889402389587491,0.4649861634664904,0.6037267582455066,0.3164054355749687,0.474826296578996,,,,,,,,,,None,sqrt,,2.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,962.3115234375,AtomPairs2D,random,hcv_ns3,32470505,0.34763283456891253,0.8689251962193367,0.7550017146715136,0.5919686602510663,26499875,0.29897291703717355,0.9003945912853202,0.8051173857363917,0.5327795040647851,0.465665217149664,0.6560399162937617,0.37428770377078213,0.36666803138444826,,ball_tree,,,,,,50.0,,,,,,,,,-1.0,9.0,,2.0,,,,distance,80,0.08999999999999998
rf,False,6588.20703125,AtomPairs2D,stratified,hcv_ns3,37817496,0.42406102695113623,0.8593022244087931,0.7340800151551261,0.5912775610178291,27139847,0.49984710188455306,0.8689480104822649,0.7362910286749363,0.7144174602467114,0.5831637087624765,0.5789190776396456,0.6276896065727444,0.5428824420750393,,,,,,,,,,10,sqrt,,1.0,4.0,500.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1948.47265625,AtomPairs2D,stratified,hcv_ns3,68164970,0.4492755654876775,0.8474759567469198,0.717773604648271,0.6091366402893559,17182650,0.524339786745155,0.8762839185413785,0.749801349161421,0.6958763702987733,0.5289923752731379,0.5256023737575004,0.5902559464677885,0.4711188055941249,,,,,True,,0.1,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.15999999999999998
svm,False,899.1875,AtomPairs2D,stratified,hcv_ns3,13958822,0.45201681040860126,0.8015454993881572,0.6390195453198437,0.6889024875985744,6507251,0.6079462787325824,0.7667329724301137,0.5765356753483304,0.9053114683832496,0.5273277304972193,0.5755482310562436,0.5461131452220064,0.46032181521340776,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,False,,,90,0.08999999999999998
dt,False,197.955078125,AtomPairs2D,stratified,hcv_ns3,4411331,0.569131839218968,0.7303198785595567,0.5292563877437138,0.786698146500049,4046568,0.6691632387249793,0.7352250814595511,0.5315557556959926,0.9521789174702485,0.5046333263997903,0.4566120253682078,0.513103406523413,0.5441845473077502,,,,,,,,,,10,sqrt,,2.0,8.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,713.009765625,AtomPairs2D,stratified,hcv_ns3,31777301,0.30500920399330345,0.8890701725606912,0.789601149804124,0.5259416811282631,23126073,0.2811481026693336,0.9208485142053532,0.847238248301392,0.5437470610794907,0.5397821325141613,0.6139528831652734,0.5217490819622451,0.48364443241496546,,ball_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,2.0,,,,distance,100,0.15999999999999998
rf,False,1195.361328125,AtomPairs2D,strict,hcv_ns3,10740013,0.47313203426849776,0.8518097058485367,0.718838522053913,0.6378458019502337,8433572,0.5751232397131191,0.6672669334484399,0.43387278340902824,0.8813653671316395,0.5519022384055793,0.6059674131162415,0.3915430261574382,0.6581962759430583,,,,,,,,,,30,None,,4.0,8.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1263.984375,AtomPairs2D,strict,hcv_ns3,11778538,0.4477263304624372,0.8613002240120118,0.7353480505992978,0.6188356738399866,8611163,0.47221166750654253,0.7610206038567038,0.5745070883907617,0.7640910782630888,0.5291962444249056,0.5941913737755832,0.37553480472343337,0.6178625547757004,,,,,True,,0.01,,0.01,10,,99999999.0,8.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,704.439453125,AtomPairs2D,strict,hcv_ns3,10792281,0.44629013110045535,0.828542142124444,0.6765564994183498,0.684127435222857,4897654,0.5134502122391054,0.717318218993493,0.5119587349640575,0.8183276699319088,0.5107470599389606,0.5289693955129859,0.4436363078812958,0.5596354764225999,1.0,,0.0,3.0,,1.0,,,,,,,,,,,,,,,,False,,,50,0.15999999999999998
dt,False,200.4560546875,AtomPairs2D,strict,hcv_ns3,4451553,0.5085640036322195,0.82208951099291,0.6750520324641422,0.6857166664655641,4087497,0.5885731903992599,0.7509901212724435,0.5300606978186633,0.8030079554261799,0.49611505211085555,0.5572753481070736,0.4215826661037111,0.509487142121782,,,,,,,,,,30,sqrt,,2.0,8.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,1060.201171875,AtomPairs2D,strict,hcv_ns3,31379031,0.5325813833220173,0.8081995165784461,0.6496644437037913,0.7119998485393183,22388016,0.6091885098817382,0.6368777561394062,0.38851733667167165,0.9159906450806773,0.49487066778191063,0.5836846498905343,0.4068023667696048,0.4941249866855928,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,7.0,,2.0,,,,uniform,80,0.08999999999999998
rf,False,1128.2275390625,EState,random,hcv_ns3,8663614,0.5360471011276083,0.8200925790400654,0.6590558331880538,0.6983269856470834,6705042,0.5841644211460747,0.7641216493998522,0.5613634467909574,0.7993065482956833,0.4869500124351968,0.5718184807469757,0.4250233626835124,0.46400819387510217,,,,,,,,,,30,log2,,2.0,8.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,993.412109375,EState,random,hcv_ns3,11265723,0.5485190710800593,0.8005522759397045,0.6371039133736716,0.7204574475328781,7071932,0.629659373713212,0.6983690993251311,0.48678698361811246,0.8645891719214368,0.4557254354495697,0.5490199775266003,0.3866333016498864,0.43152302717222246,,,,,True,,0.0,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,686.240234375,EState,random,hcv_ns3,6988577,0.531883953363241,0.7999100582905503,0.6348023210130205,0.7227385116275673,2780719,0.5991894227252537,0.701292056721841,0.4826649635000112,0.8680543281121026,0.4767725785448082,0.5605117747637289,0.38847711250577754,0.48132884836491807,100.0,,0.0,3.0,,0.01,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,186.9306640625,EState,random,hcv_ns3,1455137,0.5347573022975618,0.8143386208315342,0.6619078519550685,0.6954000779214876,1425668,0.5647697143918661,0.7622848594892941,0.5775909536251318,0.7843819045860515,0.44397778929049636,0.563668502608279,0.3002056902362069,0.468059175027003,,,,,,,,,,10,log2,,2.0,2.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,564.56640625,EState,random,hcv_ns3,28497619,0.5413300054218586,0.7970927905525681,0.6343814475060623,0.7231548531340619,21999002,0.6255614829199244,0.6966693549409286,0.48219525948417674,0.8684483050031353,0.4636810105718638,0.6346286394518026,0.3637526259193048,0.392661766344484,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,11898.51171875,EState,stratified,hcv_ns3,74722292,0.4575006601533611,0.8427737450703835,0.7076219890451839,0.6199951080515506,49682408,0.5290675353497707,0.879566804578627,0.7517587669555567,0.6931489467489734,0.5598235850986527,0.5909516087728013,0.5939868527109493,0.49453229381220765,,,,,,,,,,10,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1164.76171875,EState,stratified,hcv_ns3,8808260,0.5217505409992411,0.7925708559149803,0.627809953258734,0.6995170212690004,5295680,0.5964540948005949,0.8338962996169819,0.6820842971474297,0.7844144720349084,0.503403207598902,0.5516458035788921,0.5147324322272148,0.443831386990599,,,,,True,,0.01,,0.01,20,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,682.90234375,EState,stratified,hcv_ns3,6814578,0.45016553693093453,0.8136255553023749,0.6569914009454774,0.6715346293008417,2746271,0.5118764991217558,0.8550468970971606,0.6877346758656468,0.7774124435996586,0.529574497334243,0.6002868494505844,0.5628481595757236,0.42558848297642093,1.0,,0.1,4.0,,1.0,,,,,,,,,,,,,,,,False,,,80,0.08999999999999998
dt,False,188.625,EState,stratified,hcv_ns3,1360111,0.5007029382682927,0.8005905402899809,0.6388377528728186,0.6890759339773496,1278968,0.604249803945713,0.8392384113327649,0.6948909437252758,0.7684527286984939,0.5009755945890061,0.6212179413216123,0.4802018215505145,0.40150702089489176,,,,,,,,,,None,sqrt,,2.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,478.7353515625,EState,stratified,hcv_ns3,25351266,0.5693606045714816,0.7582160512689193,0.572893499078805,0.749348772208627,21094130,0.652416826255839,0.7772926339055479,0.5992539129285676,0.880692409045922,0.5253343460222307,0.5866107930993625,0.6155783580958685,0.3738138868714612,,auto,,,,,,30.0,,,,,,,,,-1.0,9.0,,1.0,,,,uniform,80,0.08999999999999998
rf,False,4626.9912109375,EState,strict,hcv_ns3,35224075,0.5036309988064761,0.8360533364290743,0.6928344927293251,0.66669011444771,22833331,0.5507125468076894,0.7156771331594574,0.5117363708308498,0.8185140742521803,0.535098134064526,0.624093354646289,0.41392909830255975,0.5672719492447291,,,,,,,,,,20,sqrt,,1.0,8.0,500.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1507.646484375,EState,strict,hcv_ns3,16454962,0.5098018092091912,0.8234494838447584,0.6759950422691615,0.6847209572636762,10243006,0.5629016719370579,0.7200983134568962,0.5114045095623114,0.8187921893551661,0.5038049194343407,0.59622472870319,0.38430196265821215,0.5308880669416199,,,,,True,,0.0,,0.01,None,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,686.42578125,EState,strict,hcv_ns3,8191311,0.4459527212277893,0.8400156444833,0.6934375488802041,0.6660353386102138,2303797,0.4939779908245957,0.7294416336271009,0.5301809899144414,0.8029051743949863,0.5095173532676753,0.5912703114808806,0.3776956510551842,0.5595860972669612,1.0,,0.0,2.0,,1.0,,,,,,,,,,,,,,,,True,,,80,0.08999999999999998
dt,False,187.6416015625,EState,strict,hcv_ns3,1670894,0.5195095415561268,0.8117107769793012,0.6588121841497223,0.7026427178049779,1415387,0.5878189082268608,0.6813945924810647,0.4595302983246329,0.8611615691232756,0.5037244508219335,0.6052364084513365,0.32704168461025807,0.5788952594042059,,,,,,,,,,10,sqrt,,1.0,8.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,490.087890625,EState,strict,hcv_ns3,35415443,0.5557115839109633,0.7911035562175621,0.624137168685893,0.737483797292703,19605895,0.6359387238540617,0.628880440858614,0.3913317445035993,0.9138802463836893,0.5009890231646855,0.6036340057806094,0.34664809155207466,0.5526849721613725,,auto,,,,,,10.0,,,,,,,,,-1.0,9.0,,1.0,,,,uniform,90,0.08999999999999998
rf,False,3115.2744140625,CDKextended,random,hcv_ns3,14682696,0.3078221006308335,0.9318284964786092,0.8618025586237513,0.4445976818074381,10887219,0.2630863169197307,0.9659058032255234,0.9126068465024227,0.3567793140537942,0.5910156067754199,0.6230010346487507,0.5169778706761383,0.6330679150013708,,,,,,,,,,10,sqrt,,1.0,2.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,False,1045.478515625,CDKextended,random,hcv_ns3,16278907,0.3571742873427955,0.903747853861083,0.8107739129047725,0.5202447390486254,10578371,0.3472565837235682,0.9082229113492982,0.8213871802954555,0.510055311071735,0.5804688761385839,0.6018099894479183,0.510925469783255,0.6286711691845783,,,,,True,,0.0,,0.01,50,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2106.81640625,CDKextended,random,hcv_ns3,53403365,0.24972098904357426,0.9357193178915642,0.8753722140079944,0.42220622533823465,17355435,0.14623904885875558,0.9853364159901109,0.9690303032312075,0.21238773692881904,0.5826137171190604,0.6233672043561693,0.4959199599673313,0.6285539870336807,10.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,,False,,,80,0.15999999999999998
dt,False,212.814453125,CDKextended,random,hcv_ns3,5836020,0.46360072020916543,0.8324539860007336,0.6907647064487913,0.6650613661032603,5140127,0.46441453463646853,0.8529023334062616,0.7267863399603804,0.6308297484491012,0.45148375587065664,0.5800598367595173,0.3507769968804132,0.4236144339720396,,,,,,,,,,30,log2,,2.0,8.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,4916.30078125,CDKextended,random,hcv_ns3,64128860,0.1728247574998631,0.9482826048013844,0.8986472156923822,0.38074572396274153,33427679,0.08173968492785474,0.9816761496825256,0.9634380228921842,0.23076811203728492,0.546927631368682,0.6121850713318966,0.45776280021941984,0.5708350225547298,,kd_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,2469.748046875,CDKextended,stratified,hcv_ns3,16346551,0.29831651738748405,0.929699872734588,0.8574081790587494,0.4329753946296258,10788083,0.3665119396949727,0.938663931105187,0.8632159121493579,0.5145260849515279,0.6619562059376479,0.6686818076106977,0.7324172986300552,0.5847695115721909,,,,,,,,,,10,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,1032.0556640625,CDKextended,stratified,hcv_ns3,21923228,0.3534684483148991,0.9035181848493573,0.8120147016381036,0.49713902034961077,14707982,0.46648794879932615,0.8794895280620089,0.7649824478480212,0.6744344673244111,0.6161473844777994,0.5703314718971,0.7438751173641167,0.5342355641721814,,,,,True,,0.01,,0.01,None,,10000.0,32.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2145.68359375,CDKextended,stratified,hcv_ns3,46996521,0.3144481222620646,0.9050795144518914,0.8071175457123448,0.5035728079209261,15393238,0.4521486323946067,0.8816767241450152,0.7551663263699238,0.6883751470905625,0.6361297832954139,0.6913311156989365,0.6833010017515979,0.5337572324357077,1.0,,0.0,4.0,,0.01,,,,,,,,,,,,,,,,False,,,80,0.15999999999999998
dt,False,213.908203125,CDKextended,stratified,hcv_ns3,5881999,0.3718209924583248,0.8864039137531787,0.7806077269384039,0.5370646565784142,5100342,0.4504717843312399,0.8928231998414937,0.7932311487408952,0.632604337333266,0.4826744854650675,0.48235649311870643,0.5320796331698494,0.43358733010664674,,,,,,,,,,10,sqrt,,1.0,8.0,,,,,,,22.0,,,,100,0.15999999999999998
knn,False,4095.47265625,CDKextended,stratified,hcv_ns3,42238678,0.41920328630664777,0.8647255942356309,0.7420514332866682,0.5823478396452549,31043667,0.5132802474724268,0.876500575485382,0.7659375656141715,0.673062612021239,0.5910964428623076,0.6129440106115414,0.6445305038903464,0.5158148140850348,,ball_tree,,,,,,20.0,,,,,,,,,-1.0,3.0,,2.0,,,,uniform,80,0.15999999999999998
rf,False,2547.09765625,CDKextended,strict,hcv_ns3,14064357,0.3375247236444004,0.9144703621900699,0.8226896003031728,0.506529679191287,9565103,0.36266304502629043,0.900637389047125,0.8062189135495733,0.5156495668601231,0.6216147212164078,0.6858204673635735,0.5114509341418646,0.6675727621437855,,,,,,,,,,10,log2,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,1036.224609375,CDKextended,strict,hcv_ns3,78801236,0.3615959224467707,0.9045238446806508,0.8122044926461462,0.5212911980126705,14685140,0.3880146315442544,0.885507723816219,0.7803526980100314,0.5489867978319812,0.570190662395287,0.6602099843940359,0.4738575634876542,0.576504439304171,,,,,True,,0.01,,0.01,20,,1000.0,32.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2247.87109375,CDKextended,strict,hcv_ns3,58230683,0.32648943466138736,0.9054133009923554,0.8050680522154409,0.5311036717676582,12063358,0.4121846988023283,0.8095794785583217,0.6532161755334887,0.6898082433481916,0.6162110950282453,0.6662882342774866,0.5391633595212324,0.6431816912860169,1.0,,0.1,3.0,,0.01,,,,,,,,,,,,,,,,False,,,80,0.15999999999999998
dt,False,211.736328125,CDKextended,strict,hcv_ns3,6791129,0.4713184025141911,0.8293281726417339,0.687106397201243,0.6728776988173839,5205724,0.4929630668181409,0.7947598858297585,0.6275632508968618,0.7148669640829362,0.5170874043566909,0.559063957357354,0.4160773724888117,0.576120883223907,,,,,,,,,,10,sqrt,,4.0,8.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,4756.8818359375,CDKextended,strict,hcv_ns3,63782293,0.45145197188767305,0.8633250009326492,0.7442966310458297,0.6082834741973288,34111457,0.6077673347942807,0.6911621981597291,0.4506086164277625,0.8682401918417217,0.5710194234256477,0.642088587202832,0.43966915461751577,0.6313005284565951,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,80,0.15999999999999998
rf,False,2777.4619140625,CDK,random,hcv_ns3,14595850,0.30988513701711473,0.9320890351412603,0.8607701334910288,0.4462553091853334,10171681,0.26750826358992025,0.959135154838004,0.9058491587369477,0.37031650013657846,0.5861248432997359,0.6144909390433579,0.5229382934810445,0.6209452973748053,,,,,,,,,,20,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,False,775.98046875,CDK,random,hcv_ns3,16144433,0.420807241782215,0.8776662233672125,0.7625999823426266,0.5827168361447574,38350572,0.41237982342860846,0.8858263545195624,0.7765817085677873,0.5704535983542561,0.5523385877578805,0.6046251808765513,0.4169207966422286,0.6354697857548616,,,,,True,,0.1,,0.01,20,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,False,1821.40625,CDK,random,hcv_ns3,44173402,0.2614567720256129,0.9341869603113128,0.8715225336184199,0.4286774853586047,15074660,0.1734036495932555,0.976871259896725,0.9535381492254846,0.2601412445464876,0.5826180082749695,0.6329107374657432,0.4635682438115105,0.6513750435476546,10.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,,False,,,50,0.08999999999999998
dt,False,209.681640625,CDK,random,hcv_ns3,6201078,0.4555668587060146,0.8644071628065664,0.7468630643976579,0.6017206996987807,5240089,0.4492981438988063,0.8504354830726236,0.7123524560770798,0.6472786701528415,0.47539656118744994,0.5506583147256717,0.37316475251076464,0.5023666163259134,,,,,,,,,,20,sqrt,,4.0,3.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,3957.77734375,CDK,random,hcv_ns3,43308310,0.17104342959966198,0.9502971790184346,0.9024101213302902,0.3736109374405417,31276686,0.07940641135146365,0.9817155588767332,0.9637022908541,0.22993260994048179,0.53444187445629,0.608413153231214,0.4532106589545529,0.5417018111831029,,kd_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.15999999999999998
rf,False,3003.7197265625,CDK,stratified,hcv_ns3,15823535,0.31133577993499306,0.9290263251142442,0.8543178252200243,0.43764212408787306,10519433,0.3646219644938636,0.9365783527768637,0.8615449710003488,0.517659245771637,0.6611748148550846,0.6467427427645351,0.7546073519690264,0.582174349831692,,,,,,,,,,10,log2,,1.0,2.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,False,1640.36328125,CDK,stratified,hcv_ns3,21351236,0.2870565470344437,0.9291467142399987,0.8612114766148935,0.42716207427784203,209775250,0.3182670647778509,0.9379856767601662,0.8746209549775379,0.49260871009296237,0.6066372512267929,0.5644018457810821,0.7252697681887819,0.5302401397105148,,,,,True,,0.1,,0.01,50,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,2080.45703125,CDK,stratified,hcv_ns3,52754999,0.31539066412714534,0.9040061620626099,0.8060278743972346,0.5049932482334066,16709201,0.4490059016818593,0.8839902018195509,0.7589811399073356,0.6829912216614588,0.6366480725724313,0.6901571134284465,0.6882978698823724,0.5314892344064749,1.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,,True,,,80,0.15999999999999998
dt,False,209.259765625,CDK,stratified,hcv_ns3,6299268,0.48481584594879334,0.8240194298479612,0.6765523840151141,0.6521055348864487,5255482,0.5865305116352798,0.8260042365597298,0.68137096821776,0.7852940008059729,0.5210731421629574,0.5452062940411826,0.5993170243985271,0.41869610804916246,,,,,,,,,,30,sqrt,,4.0,3.0,,,,,,,22.0,,,,80,0.08999999999999998
