algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_inference_time_ns,train_mae,train_pearson,train_r2,train_rmse,test_inference_time_ns,test_mae,test_pearson,test_r2,test_rmse,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
rf,False,1445.4052734375,CDK,strict,hcv_ns34a,13364472,0.38630062169664875,0.9258259207192255,0.8560931208953941,0.5580669648609973,10089719,0.4776544121907221,0.9037647621231664,0.8149777992542435,0.7567334533336072,0.7922203506513154,0.8039563045710765,0.7637184078196656,0.8089863395632039,,,,,,,,,,20,None,,2.0,8.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,542.6767578125,CDK,strict,hcv_ns34a,10919143,0.5404702343972428,0.8750256471338029,0.7610193146789341,0.7191623429802901,8491092,0.7450536305920011,0.7887956192617079,0.6218782127054329,1.0817997165756819,0.7746188488809777,0.776842970539799,0.75002108680428,0.7969924892988539,,,,,True,,0.01,,0.01,20,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2451.3203125,CDK,strict,hcv_ns34a,65909885,0.3069392278889579,0.9369378203992627,0.8764949944790243,0.5169967550701369,19505745,0.3340911998733864,0.9353777959263009,0.8725746514003387,0.6279989642907896,0.7797165170082666,0.8215055018567485,0.7120389320163003,0.8056051171517511,10.0,,0.5,2.0,,0.005,,,,,,,,,,,,,,,,False,,,90,0.08999999999999998
dt,False,203.650390625,CDK,strict,hcv_ns34a,5800186,0.5267038771780084,0.8680814638450226,0.7527967754011587,0.7314297206178851,5068116,0.5861970899042869,0.8589709084641614,0.7360005762363737,0.9039252161660912,0.7386576484796287,0.753080824418345,0.7076783802685382,0.7552137407520029,,,,,,,,,,20,sqrt,,4.0,3.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,3034.7724609375,CDK,strict,hcv_ns34a,42537502,0.49394725662813427,0.8878878790021316,0.7819241887195002,0.6869882133569616,22204643,0.5637018120888547,0.884655513091462,0.7738400543007455,0.8366404496761161,0.7513330639130998,0.7741448045814037,0.6862202674578725,0.7936341197000231,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,80,0.15999999999999998
rf,False,2605.4716796875,CDKgraphonly,random,hcv_ns34a,14260259,0.3585398344064523,0.940791347588322,0.8848378843647382,0.505601655107906,9696178,0.42113506153055347,0.9411481433670066,0.8818417492635153,0.5778572424656383,0.7530632648082412,0.7410858745542757,0.7619717486798969,0.756132171190551,,,,,,,,,,20,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1185.046875,CDKgraphonly,random,hcv_ns34a,16426750,0.4252188280915283,0.9231375749607452,0.849718331110242,0.5775727225033408,11224811,0.5273622610115175,0.8923492093616746,0.7959902836496963,0.7593009799325701,0.7263562068701278,0.7288179057313364,0.7311595057619646,0.7190912091170822,,,,,True,,0.01,,0.01,None,,1000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,1684.30859375,CDKgraphonly,random,hcv_ns34a,40491706,0.3711773003890929,0.9298218889974594,0.8640360543618073,0.5493707709341247,14156154,0.3913970179903895,0.9330117384252556,0.8671943006494633,0.6126280686965723,0.7471211435328954,0.733766852587836,0.7497151593783299,0.7578814186325206,10.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,214.8095703125,CDKgraphonly,random,hcv_ns34a,5496122,0.42515801752375393,0.9046544550769754,0.8175150594987558,0.6364542410300663,4936087,0.4875537836955875,0.9144818284271018,0.835959091973111,0.6808706547397292,0.723331527634241,0.7192230699442002,0.7000766207948919,0.750694892163631,,,,,,,,,,None,sqrt,,1.0,8.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,1723.9111328125,CDKgraphonly,random,hcv_ns34a,32914620,0.4303366527631959,0.9165252334092809,0.8383944722738218,0.598937872370172,24723352,0.5275576896018903,0.9045301238333112,0.8157801049871942,0.7215339982189386,0.7269003065646981,0.7777804392984181,0.7228414732775545,0.6800790071181211,,ball_tree,,,,,,30.0,,,,,,,,,-1.0,3.0,,1.0,,,,uniform,80,0.15999999999999998
rf,False,17207.3125,CDKgraphonly,stratified,hcv_ns34a,91287931,0.384967619793771,0.9346998814667625,0.8726615822837758,0.5446676247172041,59811025,0.39586976445236677,0.9435126851579766,0.8895125368269742,0.5277886830310254,0.757280358765588,0.7346115411834382,0.7264634266624533,0.8107661084508723,,,,,,,,,,20,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,False,1252.361328125,CDKgraphonly,stratified,hcv_ns34a,16857005,0.4492366658646939,0.9162767249343684,0.8391602770891738,0.6121368085572683,11322349,0.47384903158597275,0.9175664573689013,0.8412243715424954,0.6326965886788045,0.7121050433401651,0.7054538655500993,0.6708817304294181,0.7599795340409778,,,,,True,,0.1,,0.01,50,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,1458.96875,CDKgraphonly,stratified,hcv_ns34a,38213319,0.3364777167824569,0.9384019553341796,0.8804344062074831,0.5277824554952198,13161545,0.3577191122658775,0.9394298624125028,0.8825186325137585,0.5442370065265454,0.7595169966905465,0.754817825588629,0.7043171757250309,0.8194159887579796,10.0,,0.5,3.0,,0.01,,,,,,,,,,,,,,,,False,,,80,0.08999999999999998
dt,False,207.681640625,CDKgraphonly,stratified,hcv_ns34a,5652805,0.519731391258332,0.878962913804767,0.7721593871356236,0.7285634949742003,5067749,0.5245884774265921,0.8940363707785103,0.798657249901736,0.7124781839235929,0.7055851870312644,0.6763983099763681,0.7169187818377707,0.7234384692796545,,,,,,,,,,10,sqrt,,4.0,4.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,1049.443359375,CDKgraphonly,stratified,hcv_ns34a,35176208,0.3311195893628471,0.93068135160934,0.8634629886924796,0.563997310451123,35280925,0.3342169666797306,0.9509345797529919,0.9040855650171715,0.49175134795644243,0.7096823595886163,0.7020218370301379,0.6445929444913283,0.7824322972443827,,auto,,,,,,10.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.15999999999999998
rf,False,2615.974609375,CDKgraphonly,strict,hcv_ns34a,14113482,0.37878233321159177,0.9295711097528425,0.8634635095420911,0.5435880556038806,10040672,0.4095059071395206,0.9440249597457431,0.8888417455076493,0.5865457219363327,0.7948924064720749,0.811767873388777,0.7484781397702054,0.8244312062572425,,,,,,,,,,30,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,884.0234375,CDKgraphonly,strict,hcv_ns34a,52811801,0.488588715473648,0.8903477305418049,0.7918337340055042,0.671198092485815,9331054,0.5589066847531777,0.9108799371860931,0.8274672311657255,0.7307466083247489,0.7808968703573776,0.7684736395462539,0.7490647490297295,0.8251522224961496,,,,,True,,0.1,,0.01,50,,10000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,1547.58203125,CDKgraphonly,strict,hcv_ns34a,36485641,0.3455947843681543,0.9281435040797221,0.8606847069970147,0.5490917693616938,12559126,0.34134604407196584,0.9507543714225576,0.9015031458292916,0.5521310770059622,0.7822665829090663,0.8022635093354078,0.7256026113888472,0.8189336280029438,10.0,,0.5,3.0,,0.01,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,210.041015625,CDKgraphonly,strict,hcv_ns34a,6114310,0.5220165850203976,0.8679898709913635,0.7516448682201939,0.7331318827194452,5641550,0.4751240056826793,0.9259674123777645,0.8550271422925232,0.6698450651590361,0.7517083283783345,0.7471826380962813,0.747054497050555,0.7608878499881668,,,,,,,,,,10,sqrt,,2.0,8.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,1164.71875,CDKgraphonly,strict,hcv_ns34a,59885549,0.5240040583247657,0.8729311249791828,0.7579032626916165,0.7238357114511765,25642454,0.6375219184848223,0.8543330339777039,0.7180489413519755,0.9341527079745964,0.758797810759968,0.7764020238745694,0.7054884937527938,0.7945029146525407,,brute,,,,,,20.0,,,,,,,,,-1.0,7.0,,2.0,,,,uniform,90,0.15999999999999998
rf,False,2022.0654296875,KlekotaRothCount,random,hcv_ns34a,27191967,0.37469535692676603,0.9384348966249552,0.8781124889910118,0.5201555945979218,23788467,0.3644087428271536,0.9537071043901693,0.9071349751885283,0.5122885201599853,0.7793058506560423,0.7731643416848759,0.820792054870555,0.7439611554126958,,,,,,,,,,10,log2,,1.0,3.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,False,2057.828125,KlekotaRothCount,random,hcv_ns34a,90835885,0.3643436881597592,0.9405192394206643,0.8829411017383488,0.5097484169952881,272832765,0.37663021660489554,0.9436074897052616,0.889663147619191,0.5584043973335485,0.7524027549804219,0.7363338422134945,0.7862133808246834,0.7346610419030879,,,,,True,,0.1,,0.01,None,,10000.0,32.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,1519.4482421875,KlekotaRothCount,random,hcv_ns34a,53006905,0.336138209569895,0.9353442499473866,0.8744212875030486,0.5279729622565951,26437933,0.3677996937525978,0.9321859253749002,0.8640850582452902,0.6197579922469092,0.7839294672656218,0.7887529131005481,0.8057072226722131,0.7573282660241042,10.0,,0.0,2.0,,0.001,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,279.96484375,KlekotaRothCount,random,hcv_ns34a,19416137,0.49469648225224505,0.8878001315421603,0.7867695200189199,0.6879839582236816,18807935,0.4944750593456305,0.9090616296918649,0.8248225987224972,0.7036028242629484,0.7365454799324073,0.7643242710046299,0.7794249935147732,0.6658871752778188,,,,,,,,,,10,log2,,4.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1415.5546875,KlekotaRothCount,random,hcv_ns34a,48443181,0.45165900643388585,0.9049739450296541,0.8176230909207697,0.6362658220964114,46918443,0.5198524789615154,0.8903636964700117,0.7864342286275822,0.776880746968565,0.7588904109692635,0.8016887574514017,0.7854875490201974,0.6894949264361911,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,8845.4306640625,KlekotaRothCount,stratified,hcv_ns34a,57958079,0.34120638510669926,0.9543593087679181,0.9063298635390534,0.4671457620701104,44979711,0.35183409771394786,0.9610500449209503,0.9200721046489648,0.4489032620824899,0.7783657683507226,0.773185703084297,0.7669577579060642,0.7949538440618067,,,,,,,,,,10,log2,,1.0,2.0,500.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1276.666015625,KlekotaRothCount,stratified,hcv_ns34a,75370403,0.39536204173397765,0.9368960681387272,0.876649277097486,0.5360714599899059,36867086,0.4808489877511825,0.9173977225766968,0.8384453717214464,0.6382095151314137,0.743295463491461,0.7263222095686619,0.7614244232776224,0.742139757628099,,,,,True,,0.1,,0.01,10,,10000.0,32.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,False,1403.7763671875,KlekotaRothCount,stratified,hcv_ns34a,46716881,0.33908098601396347,0.9405729146561895,0.8838920089499341,0.520095255770494,25550436,0.3596669177774327,0.9446664270105054,0.8913391466051181,0.5234077253792739,0.7804264535749356,0.7506159728269396,0.8099741919668149,0.7806891959310519,10.0,,0.5,2.0,,0.001,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,300.3203125,KlekotaRothCount,stratified,hcv_ns34a,19824997,0.3143691433730863,0.934883453418041,0.8721512826664908,0.5457578918263661,18772703,0.3128742723215105,0.9199649628490305,0.8401411126018378,0.6348512304501231,0.7489696229726555,0.754552885231421,0.7314864561163981,0.7608695275701473,,,,,,,,,,20,sqrt,,1.0,4.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1269.529296875,KlekotaRothCount,stratified,hcv_ns34a,46769894,0.19146587820988598,0.9689751332619526,0.9382919784307934,0.3791601166108153,40198082,0.17741545420678403,0.9804308684849742,0.9593903565377158,0.31997655695029364,0.7459733400996743,0.7474503888663728,0.7195571099257556,0.7709125215068943,,ball_tree,,,,,,50.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,1995.857421875,KlekotaRothCount,strict,hcv_ns34a,26944850,0.3543677987083431,0.9388361780981019,0.8795444066518984,0.5105743853057843,23572829,0.4156604883279516,0.9398951307373493,0.8814096378612633,0.6058368837532992,0.8171472321352445,0.8080287903737537,0.8075260639956219,0.8358868420363578,,,,,,,,,,10,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,False,916.0029296875,KlekotaRothCount,strict,hcv_ns34a,39541073,0.428053485919299,0.9150367668730333,0.8330834053777465,0.6010288172779831,22772486,0.48684538706192987,0.9206268682439729,0.8451482558263246,0.6922916014728911,0.795667744034518,0.8054211634644961,0.7599599752190053,0.8216220934200529,,,,,True,,0.1,,0.01,None,,10000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,False,1426.6826171875,KlekotaRothCount,strict,hcv_ns34a,49604337,0.3411778421293134,0.9278184035250022,0.8600480495801023,0.5503449873662272,25910992,0.33834506509559586,0.9549801167830673,0.9108976112126055,0.5251407087906976,0.7991669924542162,0.8094240627271263,0.7716322074919211,0.8164447071436014,10.0,,0.0,3.0,,0.001,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,282.18359375,KlekotaRothCount,strict,hcv_ns34a,19431249,0.4269132012850764,0.9096295517274904,0.8272059091645075,0.6115190360629915,18612507,0.525076616935779,0.892040000372519,0.7933972957908,0.7996482905027539,0.7744716406077504,0.7790625032710328,0.7642155588852714,0.7801368596669471,,,,,,,,,,10,log2,,2.0,8.0,,,,,,,22.0,,,,100,0.15999999999999998
knn,False,1600.9814453125,KlekotaRothCount,strict,hcv_ns34a,48378686,0.4031393173072231,0.9168384457732669,0.839969689608249,0.5885002630938437,42699145,0.5116098929894946,0.9148508804828025,0.8367875525030049,0.7107349153929254,0.7800886246302293,0.7556973589796735,0.7706129960748408,0.8139555188361737,,ball_tree,,,,,,10.0,,,,,,,,,-1.0,3.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,12634.74609375,KlekotaRoth,random,hcv_ns34a,89735955,0.431397610264435,0.9192587486970332,0.8440838333620914,0.5883005358325597,66919551,0.43517194546181726,0.942376907484875,0.8863234524662623,0.5667923395682398,0.7631868763001936,0.7667598366680513,0.7749626890898893,0.7478381031426403,,,,,,,,,,10,None,,1.0,4.0,1000.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,False,937.392578125,KlekotaRoth,random,hcv_ns34a,41435536,0.5719879680337628,0.8757341551110166,0.7540927907698005,0.7388211173442123,30791117,0.6587067580132782,0.8526632158470583,0.7218556807540265,0.8865916394233596,0.7450539314999601,0.7501205885799224,0.7449143249339771,0.7401268809859807,,,,,True,,0.1,,0.01,50,,99999999.0,64.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,1382.236328125,KlekotaRoth,random,hcv_ns34a,47167435,0.35759644131525653,0.9318922154773615,0.8684151004905211,0.5404514622244235,25758665,0.3752100304526308,0.9277685071561836,0.855925819398925,0.6380895224698703,0.7721954216613401,0.7705445295303119,0.7820609704973667,0.7639807649563419,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,280.8203125,KlekotaRoth,random,hcv_ns34a,19792333,0.4637590670583025,0.898238972147914,0.805893518908749,0.6564077316419753,18532523,0.39693465750925655,0.9435599735597997,0.8897853543144463,0.5580950733837234,0.7382176792811994,0.7288203892526193,0.7319499300810485,0.7538827185099307,,,,,,,,,,20,sqrt,,1.0,8.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1247.234375,KlekotaRoth,random,hcv_ns34a,46143352,0.39956425946162594,0.9219150398572845,0.8415900369451627,0.5929866497620203,36686513,0.3345562380181272,0.9453751506772419,0.8930145041676839,0.549858554769415,0.7232740205099807,0.733110755825761,0.7434296427563465,0.6932816629478347,,ball_tree,,,,,,10.0,,,,,,,,,-1.0,7.0,,2.0,,,,distance,80,0.15999999999999998
rf,False,10999.99609375,KlekotaRoth,stratified,hcv_ns34a,59380975,0.36302840834695327,0.9454921769520557,0.8919518968769936,0.5017188409081522,45102870,0.3833957623652404,0.9512845484610212,0.9011312139473604,0.49926735874475003,0.7629564683058376,0.7364246029866292,0.7586045433782098,0.7938402585526739,,,,,,,,,,20,sqrt,,1.0,3.0,500.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,1611.21484375,KlekotaRoth,stratified,hcv_ns34a,29267457,0.3997654160230691,0.9387323542987015,0.8803553406823104,0.5279569308578391,24335576,0.4887338055833398,0.9204236235561852,0.842602753125377,0.6299442823808526,0.7190259697843748,0.6925289395093184,0.7226339334094479,0.7419150364343582,,,,,True,,0.01,,0.01,10,,10000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,1320.220703125,KlekotaRoth,stratified,hcv_ns34a,43907334,0.4326071704852957,0.9182496395443058,0.8395598344892409,0.6113760018524,24342638,0.47865923059785337,0.908779540583547,0.8253521386419703,0.6635676550324102,0.7688321383031335,0.7237075843531775,0.7971691446430893,0.7856196859131335,10.0,,0.1,2.0,,0.005,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,283.1865234375,KlekotaRoth,stratified,hcv_ns34a,18528853,0.4857954345125177,0.8752442741581801,0.7647853700557328,0.7402595214730954,18538822,0.4710595525384525,0.9075537986888227,0.8220300804344252,0.6698489404373048,0.7186319370247491,0.6957643835166225,0.7517940597466333,0.7083373678109915,,,,,,,,,,None,sqrt,,1.0,8.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,1185.6806640625,KlekotaRoth,stratified,hcv_ns34a,51611517,0.263526861164922,0.9550341649964401,0.9118146914337744,0.45326267370639384,51249063,0.2984864419799171,0.9606770652937089,0.9170435275867559,0.45732896748985036,0.7295973552730869,0.7247473146758359,0.710993204699973,0.7530515464434515,,brute,,,,,,10.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,90,0.08999999999999998
rf,False,2520.6337890625,KlekotaRoth,strict,hcv_ns34a,28752328,0.3829309526334822,0.9297784346474749,0.8624056480294884,0.5456898063708842,24805951,0.44357211862397494,0.9278368168585928,0.8595701181598111,0.6592661500589048,0.7975897019035112,0.7870463898651008,0.7925042001473,0.8132185156981327,,,,,,,,,,None,log2,,1.0,4.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1206.0791015625,KlekotaRoth,strict,hcv_ns34a,30375514,0.44602863277075255,0.9084334003339709,0.8249348510018512,0.61552456006676,24636849,0.506079836696319,0.8912749993367571,0.7939667590524631,0.7985454865843167,0.7849468698006911,0.7541186734283511,0.8034372791778133,0.7972846567959087,,,,,True,,0.01,,0.01,None,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,1402.482421875,KlekotaRoth,strict,hcv_ns34a,48198588,0.35985172913670493,0.9221890698580154,0.8484928360530274,0.5726142108367376,24878338,0.37299139208094106,0.9318318609984063,0.8659511944008182,0.6441136260707433,0.8001640966905125,0.7918283625878211,0.8088391249380225,0.7998248025456938,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,284.4130859375,KlekotaRoth,strict,hcv_ns34a,19349873,0.3946146874465943,0.9241418049967163,0.8529721976307455,0.5640859341849763,18481509,0.3483951964605539,0.9664657901223727,0.9325755974957666,0.45681416860663654,0.7695356478821864,0.748217824739309,0.7817960556480656,0.7785930632591845,,,,,,,,,,20,None,,2.0,2.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,2114.265625,KlekotaRoth,strict,hcv_ns34a,46368460,0.4663000088733213,0.896732079416329,0.803950480839332,0.6513710135700819,34701420,0.5478717459167148,0.8906261043267284,0.7914159162610052,0.803473569889675,0.769734738550497,0.7487567099339577,0.752001394858794,0.8084461108587394,,ball_tree,,,,,,40.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,7004.37890625,MACCS,random,hcv_ns34a,36241882,0.3872604585993005,0.9330230553529899,0.8696555359602716,0.5378980438943707,24365459,0.41736015744269633,0.9330507555088269,0.8664027369202906,0.6144510842615895,0.7555878189229265,0.7227538776261526,0.7943560500878298,0.7496535290547965,,,,,,,,,,10,None,,1.0,4.0,500.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,2509.5703125,MACCS,random,hcv_ns34a,20619251,0.40140117487924337,0.9262332366326564,0.8567225486161166,0.563952587317214,10814522,0.4602463434180909,0.8996580174175475,0.8075676175977813,0.7374415654152389,0.7277456119258501,0.6856466228465035,0.7802248035191679,0.7173654094118789,,,,,True,,0.1,,0.01,10,,1000.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,766.734375,MACCS,random,hcv_ns34a,10055960,0.37977095528482135,0.9199820817295041,0.84507536820152,0.5864269301505112,3783821,0.34952550071399907,0.9403607055193093,0.8781105091896863,0.5869102114984898,0.7416022388999327,0.7302220431025824,0.7806824423434897,0.7139022312537262,300.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,,False,,,90,0.15999999999999998
dt,False,193.66015625,MACCS,random,hcv_ns34a,1836133,0.4377626361723507,0.9174349189140395,0.8408145588613086,0.5944363273318549,1754821,0.47725215684700634,0.9171530148326708,0.8392297668513622,0.6740488237182031,0.6968439412506159,0.7319402887651183,0.6642922271577707,0.6942993078289588,,,,,,,,,,None,sqrt,,2.0,4.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,891.6455078125,MACCS,random,hcv_ns34a,29644815,0.4527575678373378,0.9018375022161214,0.8130723648711533,0.6441550641593118,20993822,0.5625905858170828,0.8786461828944327,0.7700546506114403,0.8061221408327942,0.7261869145907812,0.7483430231301151,0.7233961615975635,0.7068215590446653,,ball_tree,,,,,,40.0,,,,,,,,,-1.0,3.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,16620.2158203125,MACCS,stratified,hcv_ns34a,91610722,0.3906756388632114,0.9384711700481613,0.8787316964866492,0.5315271928351462,53154614,0.40346687131820197,0.943591501630181,0.8864195038692093,0.5351252618585997,0.7407451638608166,0.6868629171102182,0.7578784240428157,0.7774941504294158,,,,,,,,,,10,sqrt,,1.0,2.0,1000.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,False,2371.4521484375,MACCS,stratified,hcv_ns34a,22758356,0.43405139092263784,0.9231264121959207,0.8520444410486123,0.5871072999763971,14396443,0.48025111039499774,0.9130947851410403,0.829246597114242,0.6561275238601426,0.715556875633454,0.6769027609906333,0.7080659075242495,0.7617019583854795,,,,,True,,0.0,,0.01,50,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,811.6748046875,MACCS,stratified,hcv_ns34a,10801872,0.3749722785614344,0.9299811499546845,0.8635891755322753,0.5637366284254224,3944335,0.39796426559193343,0.9291719448861029,0.8632685387036725,0.5871347704529818,0.7331504865217303,0.6521126400129322,0.7289556415357055,0.8183831780165536,100.0,,0.0,3.0,,0.01,,,,,,,,,,,,,,,,True,,,80,0.08999999999999998
dt,False,194.1689453125,MACCS,stratified,hcv_ns34a,1818709,0.45569449476342677,0.9048977269602356,0.8179758422389182,0.6512029390111915,1617112,0.42099200555028543,0.9325246991280294,0.8687928776191938,0.575151528131364,0.7007234498209046,0.606631396781479,0.7488184413041585,0.7467205113770765,,,,,,,,,,10,sqrt,,1.0,4.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,538.357421875,MACCS,stratified,hcv_ns34a,36911448,0.3172899673249594,0.9452424083931437,0.8930214616170452,0.4992294154671786,22338149,0.34306264306349016,0.9490709390515156,0.8992130265495248,0.5040873216717886,0.7312457307147184,0.6803591090515392,0.7211141374852856,0.7922639456073303,,brute,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,80,0.15999999999999998
rf,False,2080.6572265625,MACCS,strict,hcv_ns34a,8917543,0.40542736464825097,0.9232884537183593,0.8494867749786876,0.570732847416844,6598931,0.46828249372467323,0.9202150796176295,0.8430752523865676,0.6969100568752675,0.7760521425126381,0.794497535623833,0.7729687777208363,0.7606901141932452,,,,,,,,,,10,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,817.404296875,MACCS,strict,hcv_ns34a,11927914,0.508709427364099,0.8846998205531633,0.7796469081143909,0.6905658725157359,6884484,0.5781896062520573,0.8971557669104092,0.802280942402578,0.7822674832991394,0.7586733282534479,0.7992361622831606,0.7254698967565836,0.7513139257205993,,,,,True,,0.01,,0.01,None,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.15999999999999998
svm,False,858.7333984375,MACCS,strict,hcv_ns34a,12081941,0.34242164427877164,0.928202559839754,0.860494174016682,0.5494671206345433,4051966,0.39863010368524343,0.9326813999113159,0.8691425860162784,0.6364000118267015,0.7700087034500052,0.7877375667193622,0.7481826517191327,0.7741058919115207,100.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,193.48828125,MACCS,strict,hcv_ns34a,2017556,0.4854662863540175,0.887050033389819,0.7863331140846881,0.6800081968757631,1950704,0.6564993627867247,0.82675405161928,0.6783161207085684,0.9978049659063106,0.748975109527887,0.735399685462902,0.7394511088774374,0.7720745342433221,,,,,,,,,,None,sqrt,,2.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,639.138671875,MACCS,strict,hcv_ns34a,32283039,0.3184507261068063,0.9313928771587527,0.8665341751171851,0.5374407282934116,20517708,0.40317185069676104,0.9098962757639844,0.8105463436331859,0.7657420700514902,0.7583609281340103,0.8032109696528292,0.7147812760869794,0.7570905386622226,,auto,,,,,,30.0,,,,,,,,,-1.0,5.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,4098.0029296875,PubChem,random,hcv_ns34a,36885957,0.4138218625685135,0.9236841988936672,0.8521047779799364,0.5729684933737578,27501650,0.4530113119903966,0.9374048532251612,0.8724510962739257,0.6003809441713247,0.7508310849510766,0.7204290434117551,0.7747007235133408,0.7573634879281341,,,,,,,,,,10,None,,1.0,8.0,500.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1565.7255859375,PubChem,random,hcv_ns34a,15612024,0.4053524596174763,0.925936869293025,0.8562984602149589,0.5647865951562683,9593444,0.4710904468411699,0.9107815051273962,0.8284820927534347,0.6962148283609384,0.7335416317265206,0.7270289431653891,0.7304593537766736,0.7431365982374993,,,,,True,,0.1,,0.01,10,,1000.0,8.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,1270.0869140625,PubChem,random,hcv_ns34a,27375284,0.36870545963619145,0.9261269717853602,0.8573078313501392,0.5627995465501597,10414287,0.37945932285570644,0.9381697831352453,0.8761870361062861,0.5915229435660438,0.7423837842213553,0.706934018750428,0.7682800220999378,0.7519373118136998,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
